Study Accession,Sample Accession or Sample ID,gmhi_value,isHealthy
PRJEB15371,SAMEA4431901,-10.4476657434986,False
PRJEB21528,SAMEA104142301,-9.259068822158705,False
PRJEB21528,SAMEA104142237,-9.117482431003221,False
PRJEB21528,SAMEA104142095,-8.765672460969341,False
N7,SAMN08813993,-8.055505161152505,False
PRJEB21528,SAMEA104142287,-8.04672069457648,False
PRJEB15371,SAMEA4431904,-8.018616363020898,False
PRJEB10878,SAMEA3541469,-7.959779072215901,False
PRJEB6070,SAMEA2466944,-7.7977856852064855,False
PRJEB10878,SAMEA3541507,-7.74380210382127,False
PRJEB10878,SAMEA3541476,-7.704916546761949,False
PRJEB21528,SAMEA104142274,-7.665622637110177,False
PRJEB21528,SAMEA104142091,-7.509656766928626,False
PRJEB21528,SAMEA104142321,-7.4931793116134235,False
PRJEB15371,SAMEA4431884,-7.442816868107077,False
PRJEB21528,SAMEA104142267,-7.420510983772878,False
PRJEB10878,SAMEA3541582,-7.356013291055161,False
PRJEB6070,SAMEA2466984,-7.28400120956632,False
L1,SAMEA2582088,-7.218909519274009,False
PRJEB21528,SAMEA104142264,-7.182374378661116,False
PRJEB10878,SAMEA3541567,-7.165603146613493,False
PRJEB21528,SAMEA104142259,-7.025278413145799,False
PRJEB21528,SAMEA104142258,-7.005117542127607,False
N7,SAMD00114813,-6.970795076519926,False
PRJEB10878,SAMEA3541596,-6.86858274922231,False
PRJEB21528,SAMEA104142090,-6.81628489626589,False
PRJEB21528,SAMEA104142189,-6.774301388784891,False
PRJEB21528,SAMEA104142248,-6.6999087605849805,False
PRJEB7774,SAMEA3136730,-6.606327872568698,False
PRJEB21528,SAMEA104142276,-6.599146601072415,False
PRJEB21528,SAMEA104142188,-6.5652799289236805,False
L1,SAMEA2582161,-6.539910467469935,False
PRJEB6997,SAMEA2737715,-6.509951030824135,False
PRJEB1220,SAMEA2042744,-6.476418666603337,False
L1,SAMEA2582154,-6.467593437525801,False
PRJEB21528,SAMEA104142157,-6.46096098726216,False
PRJEB21528,SAMEA104142284,-6.302951859329756,False
PRJEB12449,SAMEA3879596,-6.271845926151551,False
PRJEB6070,SAMEA2466904,-6.227823907116481,False
L1,SAMEA2582075,-6.202776793617225,False
PRJEB21528,SAMEA104142317,-6.194677473676324,False
PRJEB6070,SAMEA2466996,-6.153179608385812,False
PRJEB21528,SAMEA104142170,-6.124077338352495,False
PRJEB10878,SAMEA3541475,-6.100635766148832,False
N5,SRR5279239,-6.068375477405403,False
PRJEB21528,SAMEA104142246,-6.026111521725749,False
PRJEB21528,SAMEA104142308,-6.003938001343255,False
PRJEB7774,SAMEA3136691,-6.001178854573084,False
PRJEB21528,SAMEA104142239,-5.99512464864691,False
PRJEB21528,SAMEA104142297,-5.938966557132359,False
PRJEB7774,SAMEA3136739,-5.914269387294139,False
PRJEB6997,SAMEA2737730,-5.857427722755793,False
N7,SAMD00114753,-5.849627423163881,False
PRJEB15371,SAMEA4431914,-5.71731183625077,False
L1,SAMEA2582124,-5.694467048298571,False
PRJEB21528,SAMEA104142277,-5.660037766236624,False
PRJEB7774,SAMEA3136765,-5.6560853699256075,False
PRJEB21528,SAMEA104142260,-5.654602710833511,False
PRJEB6070,SAMEA2466938,-5.634189248251533,False
PRJEB7774,SAMEA3136726,-5.620476385797197,False
PRJEB21528,SAMEA104142149,-5.598367330798845,False
L1,SAMEA2582074,-5.586703415186618,False
PRJEB15371,SAMEA4431880,-5.567619644647931,False
PRJEB6997,SAMEA2737737,-5.45673724529089,False
PRJEB15371,SAMEA4431909,-5.4215083877445185,False
PRJEB6997,SAMEA2737687,-5.399776171116031,False
PRJEB10878,SAMEA3541587,-5.381612196739478,False
PRJEB15371,SAMEA4431903,-5.3640650651241595,False
PRJEB1220,SAMEA2042619,-5.318949030597194,True
PRJEB10878,SAMEA3541482,-5.310003753465951,False
PRJEB6070,SAMEA2466927,-5.278338767599807,False
PRJEB21528,SAMEA104142302,-5.2778282370643845,False
PRJNA422434,SAMN00715147,-5.273558236424808,False
PRJEB21528,SAMEA104142262,-5.2725563183784505,False
PRJEB10878,SAMEA3541494,-5.2017208374414485,False
PRJEB21528,SAMEA104142310,-5.186730653038699,False
PRJEB15371,SAMEA4431870,-5.17407943673961,False
PRJEB15371,SAMEA4431905,-5.133375519256696,False
N4,SRR5275422,-5.112864510721752,False
N4,SRR5275453,-5.105920726673859,False
PRJEB6070,SAMEA2466941,-5.0936251949243045,False
PRJEB15371,SAMEA4431928,-5.0884668082888505,False
PRJEB15371,SAMEA4431887,-5.075092105125596,False
PRJEB1786,SAMEA1906552,-5.071205239248403,False
PRJEB10878,SAMEA3541499,-5.048739520935082,False
PRJEB7774,SAMEA3136766,-5.042597752273144,False
PRJEB6997,SAMEA2737859,-5.032461218789752,False
L1,SAMEA2582125,-5.0306864466225365,False
PRJEB7774,SAMEA3136734,-5.016431643873442,False
L1,SAMEA2582142,-5.014465595209575,False
PRJNA422434,SAMN00993240,-5.000991753330162,False
PRJEB10878,SAMEA3541491,-4.998714685242541,False
PRJEB1220,SAMEA1968151,-4.956407967537424,False
PRJEB21528,SAMEA104142292,-4.950288835138376,False
N7,SAMD00114760,-4.940873873766163,False
PRJEB6997,SAMEA2737796,-4.926908078732885,False
PRJEB21528,SAMEA104142278,-4.925442389853916,False
PRJEB10878,SAMEA3541591,-4.920661432974317,False
PRJEB21528,SAMEA104142241,-4.883515761420343,False
L1,SAMEA2582128,-4.872649056339597,False
PRJEB15371,SAMEA4431929,-4.840003445746935,False
PRJEB21528,SAMEA104142289,-4.803893035941098,False
PRJEB21528,SAMEA104142242,-4.801174310265465,False
PRJNA422434,SAMN00791955,-4.793697562141032,False
PRJEB21528,SAMEA104142280,-4.788354071415589,False
L1,SAMEA2582122,-4.7840389249629895,False
PRJEB10878,SAMEA3541495,-4.782228969825308,False
PRJEB6070,SAMEA2466991,-4.7818301728516746,False
L1,SAMEA2582104,-4.779705893349709,False
L1,SAMEA2582064,-4.771064093408516,False
PRJEB12123,SAMEA3708689,-4.762193381263463,False
PRJEB6997,SAMEA2737759,-4.753081772850267,True
L1,SAMEA2582115,-4.745358287024243,False
L1,SAMEA2582089,-4.742925082895329,False
L1,SAMEA2582036,-4.736424850141455,False
PRJEB12123,SAMEA3708527,-4.736269434437387,False
PRJEB7774,SAMEA3136738,-4.726079856534311,False
PRJEB10878,SAMEA3541585,-4.702817446336557,False
N7,SAMD00114931,-4.7021659233680815,False
PRJEB10878,SAMEA3541568,-4.681592535652342,False
PRJEB21528,SAMEA104142272,-4.679023248439431,False
N7,SAMD00114722,-4.671610414423374,False
N7,SAMN08813998,-4.660022063383535,False
PRJEB12449,SAMEA3879604,-4.638414167824931,False
PRJEB6997,SAMEA2737683,-4.62623647693659,False
PRJEB15371,SAMEA4431872,-4.6197384483350445,False
L1,SAMEA2582047,-4.610577756676438,False
PRJEB10878,SAMEA3541508,-4.602590539522224,False
PRJNA422434,SAMN00792068,-4.597932264301001,False
PRJEB21528,SAMEA104142281,-4.5912652988637825,False
PRJEB7774,SAMEA3136636,-4.590954779517262,False
PRJEB6337,SAMEA2581943,-4.58857153868547,True
PRJEB6070,SAMEA2466916,-4.587821313532542,False
PRJEB12123,SAMEA3708502,-4.5658021976901395,False
PRJEB21528,SAMEA104142261,-4.538397628043086,False
L1,SAMEA2582145,-4.52759533515131,False
PRJEB6997,SAMEA2737702,-4.524149880195506,False
PRJEB21528,SAMEA104142161,-4.522645082396711,False
PRJNA422434,SAMN00715154,-4.521284941835219,False
L1,SAMEA2582141,-4.519740201138625,False
PRJEB15371,SAMEA4431907,-4.506060566260332,False
L1,SAMEA2582098,-4.497582430645588,False
PRJEB15371,SAMEA4431896,-4.482317541028017,False
PRJEB15371,SAMEA4431879,-4.475535268116615,False
PRJNA422434,SAMN00715275,-4.471911016374858,False
PRJEB10878,SAMEA3541590,-4.470563366625099,False
L1,SAMEA2582133,-4.470265019725362,False
PRJEB21528,SAMEA104142182,-4.437094421240465,False
L1,SAMEA2582048,-4.4299279602305655,False
PRJEB6070,SAMEA2467062,-4.412073178509849,False
PRJEB15371,SAMEA4431869,-4.398215473853528,False
PRJEB6337,SAMEA2581935,-4.388836039095064,False
PRJEB7774,SAMEA3136680,-4.381407282088586,False
PRJEB21528,SAMEA104142315,-4.361948442826683,False
PRJEB21528,SAMEA104142156,-4.36024212357739,False
PRJEB1220,SAMEA2042988,-4.352223209105045,False
PRJEB7774,SAMEA3136719,-4.334075830387636,False
L1,SAMEA2582071,-4.288648663880623,False
PRJEB7774,SAMEA3136697,-4.2851180371917845,False
PRJEB21528,SAMEA104142206,-4.283755798105906,False
N7,SAMN08813975,-4.268004124101503,False
PRJEB10878,SAMEA3541576,-4.251308712176872,False
PRJEB21528,SAMEA104142191,-4.233488658957835,False
PRJEB7774,SAMEA3136693,-4.213302518667751,False
PRJEB7774,SAMEA3136755,-4.213270112215809,False
PRJEB6997,SAMEA2737761,-4.205206023654396,False
PRJEB21528,SAMEA104142313,-4.17538663631397,False
N7,SAMD00114912,-4.165682666159805,False
PRJEB6997,SAMEA2737750,-4.158151737940108,False
PRJEB7774,SAMEA3136763,-4.140945249771774,False
PRJEB6070,SAMEA2466968,-4.132564924808962,False
L1,SAMEA2582131,-4.129725866113016,False
PRJEB6070,SAMEA2466935,-4.119090606774127,False
L1,SAMEA2582040,-4.11645022483286,False
PRJNA299502,SAMN04209231,-4.0966300104507285,False
N8,SAMEA4817937,-4.085312525921146,False
PRJEB6997,SAMEA2737690,-4.074693781036114,False
PRJNA422434,SAMN00715210,-4.070580969030677,False
PRJEB6070,SAMEA2466948,-4.069925884990665,False
N7,SAMD00114920,-4.047696792862651,False
PRJEB12123,SAMEA3708535,-4.037803076454998,False
PRJNA422434,SAMN00715231,-4.037103262497099,False
PRJEB12123,SAMEA3708684,-4.031177689215952,False
PRJEB10878,SAMEA3541564,-4.019314863988789,False
PRJEB10878,SAMEA3541581,-4.013556978964649,False
PRJEB6997,SAMEA2737672,-4.013380294747064,False
PRJEB6997,SAMEA2737708,-4.009864996418198,False
L1,SAMEA2582076,-4.003488774171972,False
PRJEB6070,SAMEA2466990,-4.0008112214432545,False
PRJEB7774,SAMEA3136627,-3.9942308536299156,False
PRJEB10878,SAMEA3541513,-3.990546398002442,False
PRJEB21528,SAMEA104142305,-3.97836406977022,False
L1,SAMEA2582108,-3.9771904643265406,False
PRJEB10878,SAMEA3541584,-3.9656712925325057,False
PRJEB21528,SAMEA104142165,-3.9649074265553463,False
L1,SAMEA2582135,-3.9608464072554725,False
PRJEB12123,SAMEA3708612,-3.9587187359149922,True
PRJEB10878,SAMEA3541515,-3.9542061674058853,False
L1,SAMEA2582101,-3.9434243209905535,False
PRJNA422434,SAMN00792111,-3.9414354913226664,False
PRJNA422434,SAMN00792059,-3.931455285115772,False
PRJEB10878,SAMEA3541497,-3.9177923282227107,False
PRJNA422434,SAMN00792113,-3.916184131963437,False
PRJNA422434,SAMN00993241,-3.9139799538798736,False
PRJEB21528,SAMEA104142257,-3.9104567428063595,False
L1,SAMEA2582102,-3.893407467750145,False
PRJEB6997,SAMEA2737718,-3.8879398035926838,False
L1,SAMEA2582087,-3.8867965906907407,False
PRJEB7774,SAMEA3136716,-3.881122494721618,False
L1,SAMEA2582137,-3.8677503397491844,False
PRJEB21528,SAMEA104142195,-3.857711566300047,False
PRJEB6070,SAMEA2466915,-3.8559014979322463,False
PRJEB21528,SAMEA104142296,-3.846817066553267,False
L1,SAMEA2582129,-3.8271740750235184,False
PRJEB1220,SAMEA2042399,-3.8077948093893865,False
PRJEB21528,SAMEA104142158,-3.8056575616069,False
PRJEB7774,SAMEA3136687,-3.8047136979482246,False
PRJEB21528,SAMEA104142162,-3.7977427879875516,False
PRJEB6070,SAMEA2466998,-3.7953191194290667,False
PRJNA385949,SAMN07199873,-3.767981764130018,False
PRJEB21528,SAMEA104142245,-3.762360729756203,False
PRJEB6070,SAMEA2466972,-3.742247103757371,False
PRJEB21528,SAMEA104142283,-3.738065476348273,False
PRJEB6070,SAMEA2467070,-3.7378008545426926,False
L1,SAMEA2582033,-3.7301837341060406,False
N5,SRR5279273,-3.7116490996375773,False
PRJEB7774,SAMEA3136737,-3.709474427422562,False
L1,SAMEA2582184,-3.7078453581116135,False
PRJEB6997,SAMEA2737731,-3.6987057910652923,False
PRJNA385949,SAMN07199841,-3.6954920730691496,False
PRJEB21528,SAMEA104142311,-3.677994676676763,False
N7,SAMN08813922,-3.673894036968449,False
L1,SAMEA2582134,-3.665923535031085,False
PRJNA299502,SAMN04209244,-3.6534363432998136,False
PRJEB21528,SAMEA104142098,-3.651599429266214,False
PRJNA422434,SAMN00792030,-3.6514569151714804,False
N7,SAMN08813946,-3.6460022829106165,False
PRJEB15371,SAMEA4431885,-3.6412264402998287,False
PRJEB21528,SAMEA104142293,-3.6369233536800767,False
PRJEB21528,SAMEA104142304,-3.6322928487176926,False
PRJEB21528,SAMEA104142252,-3.6319759858646927,False
PRJEB10878,SAMEA3541573,-3.6300685939774,False
PRJEB10878,SAMEA3541500,-3.627859392658371,False
PRJEB1220,SAMEA1972440,-3.623394531191456,False
N8,SAMEA4817899,-3.6219533180842114,False
L1,SAMEA2582046,-3.616199380596159,False
PRJEB12449,SAMEA3879609,-3.614367027632657,False
PRJEB21528,SAMEA104142298,-3.6142081981550342,False
N7,SAMN08813957,-3.6122688088866375,False
PRJEB12123,SAMEA3708500,-3.6071511212319227,False
PRJEB10878,SAMEA3541569,-3.6032815033255075,False
PRJEB21528,SAMEA104142117,-3.602323312047256,True
PRJEB21528,SAMEA104142271,-3.6020205478877934,False
PRJEB21528,SAMEA104142136,-3.584953025835891,False
L1,SAMEA2582067,-3.5778149591037836,False
PRJEB21528,SAMEA104142112,-3.5724380509978135,False
PRJEB6997,SAMEA2737847,-3.5384091121791292,False
N7,SAMD00114731,-3.537616459828746,False
PRJEB15371,SAMEA4431899,-3.5374947164389665,False
PRJNA422434,SAMN00993242,-3.5330893936016117,False
PRJEB10878,SAMEA3541578,-3.5320783724984173,False
PRJNA422434,SAMN00792110,-3.5294117446721023,False
PRJNA422434,SAMN00993243,-3.526801612492632,False
PRJEB7774,SAMEA3136752,-3.5262792972204955,False
L1,SAMEA2582081,-3.5133921211068624,False
PRJEB7774,SAMEA3136657,-3.4966575703215605,False
N7,SAMD00154994,-3.4937448725830405,False
PRJEB21528,SAMEA104142240,-3.4916606040766647,False
PRJEB1220,SAMEA2042406,-3.4891219665216786,False
PRJEB21528,SAMEA104142226,-3.486125846420201,False
PRJEB21528,SAMEA104142194,-3.4832617890618436,False
PRJEB4336,SAMEA2153251,-3.4811111007969813,False
PRJEB10878,SAMEA3541484,-3.47673219490277,False
PRJEB21528,SAMEA104142173,-3.472282939382652,False
N5,SRR5279217,-3.4708551323610712,False
L1,SAMEA2582155,-3.454269282435646,False
PRJEB10878,SAMEA3541483,-3.4516181439781692,False
PRJEB6997,SAMEA2737692,-3.4513410754239047,False
PRJDB3601,SAMD00036377,-3.446622102834544,False
PRJEB10878,SAMEA3541506,-3.428926322081331,False
PRJEB6997,SAMEA2737701,-3.415405140260775,False
PRJEB12123,SAMEA3708528,-3.398760453341722,False
PRJEB6997,SAMEA2737695,-3.3965470345057334,False
PRJNA422434,SAMN00792104,-3.378199727745209,False
PRJEB15371,SAMEA4431910,-3.372076568118074,False
PRJEB15371,SAMEA4431979,-3.371638947938976,True
PRJEB21528,SAMEA104142316,-3.3624633885607356,False
L1,SAMEA2582059,-3.360667014320831,False
L1,SAMEA2582061,-3.3543299312959376,False
N4,SRR5275460,-3.3509109648811704,False
PRJEB1786,SAMEA1906510,-3.3466443122021365,False
PRJNA422434,SAMN00715142,-3.3436640328622054,False
PRJEB21528,SAMEA104142178,-3.3360190681943562,False
PRJEB21528,SAMEA104142113,-3.3320980253650068,False
L1,SAMEA2582168,-3.3319321606577463,False
PRJEB7774,SAMEA3136664,-3.3274343138818976,False
PRJEB11532,SAMEA3664711,-3.326798212581067,True
PRJEB12449,SAMEA3879560,-3.3254671447264035,False
PRJEB21528,SAMEA104142200,-3.3194730147283926,False
PRJEB6070,SAMEA2467068,-3.3184026456946105,False
PRJEB21528,SAMEA104142238,-3.3067901455610524,False
N7,SAMN08813959,-3.304327583413331,False
PRJEB10878,SAMEA3541478,-3.303260145927542,False
L1,SAMEA2582030,-3.3002002652914975,False
N7,SAMN08814032,-3.2972334558353453,False
PRJNA385949,SAMN07199909,-3.2941918649091857,False
PRJEB12123,SAMEA3708524,-3.289768242750647,False
PRJNA389280,SAMN07424505,-3.2896643226041298,False
L1,SAMEA2582156,-3.2867697373557836,False
PRJEB7774,SAMEA3136758,-3.2790762054206364,False
PRJEB12449,SAMEA3879558,-3.276544965973669,False
PRJEB21528,SAMEA104142084,-3.272356981264347,False
N4,SRR5275444,-3.271956792270705,False
V1,RHB_RAM_0042,-3.2695205933667943,False
PRJEB6070,SAMEA2466958,-3.269051253096755,False
PRJEB1786,SAMEA1906514,-3.2661202283820403,False
PRJEB21528,SAMEA104142122,-3.264363624654426,False
PRJEB15371,SAMEA4431921,-3.2624914232117894,False
L1,SAMEA2582086,-3.2617369721462346,False
PRJEB7774,SAMEA3136745,-3.2614400342247998,False
PRJEB10878,SAMEA3541586,-3.254061105852009,False
N4,SRR5275464,-3.2495683954714516,False
PRJEB6997,SAMEA2737752,-3.2458543397594304,False
N5,SRR5279246,-3.242915608893896,False
PRJEB15371,SAMEA4431915,-3.240221188725289,False
PRJEB10878,SAMEA3541525,-3.235962001860879,False
L1,SAMEA2582083,-3.234338950173138,False
PRJEB6997,SAMEA2737653,-3.219110027335928,False
PRJEB21528,SAMEA104142094,-3.20290352966404,False
L1,SAMEA2582032,-3.201887863449648,False
L1,SAMEA2582140,-3.199813406840583,False
L1,SAMEA2582050,-3.194058618138341,False
PRJEB21528,SAMEA104142081,-3.192785236233908,False
N4,SRR5275434,-3.187587847000976,False
PRJNA422434,SAMN00715209,-3.184946244643919,False
L1,SAMEA2582127,-3.1791304390014754,False
PRJEB21528,SAMEA104142312,-3.169862011393213,False
PRJEB1786,SAMEA1906579,-3.168916913129878,False
PRJEB21528,SAMEA104142083,-3.1539485307254056,False
PRJNA422434,SAMN00715222,-3.149886507937861,False
PRJEB7774,SAMEA3136727,-3.147661662542257,False
PRJEB21528,SAMEA104142092,-3.144220115948259,False
N7,SAMN08813934,-3.1406252462991424,False
N4,SRR5275482,-3.138228106657782,False
N4,SRR5275463,-3.137490870620834,False
PRJEB15371,SAMEA4431891,-3.1285965958199897,False
L1,SAMEA2582027,-3.123537479268832,False
PRJEB1220,SAMEA2042446,-3.1202559347380316,False
PRJNA422434,SAMN00792102,-3.1187609901029583,False
PRJNA422434,SAMN00792063,-3.117383563632455,False
L1,SAMEA2582039,-3.1129905142318752,False
L1,SAMEA2582096,-3.112370566337767,False
PRJEB10878,SAMEA3541505,-3.1090560316934956,False
PRJEB21528,SAMEA104142303,-3.105092401304326,False
PRJEB12449,SAMEA3879567,-3.1035165987935875,False
PRJNA299502,SAMN04209240,-3.0990389870135155,False
PRJEB6070,SAMEA2466993,-3.093977884057309,False
PRJEB6997,SAMEA2737869,-3.089736566348693,True
PRJEB6997,SAMEA2737813,-3.088826007626301,True
N7,SAMN08813924,-3.080411544801757,False
PRJEB21528,SAMEA104142291,-3.076129554103764,False
N7,SAMN08814031,-3.075318541574643,False
PRJNA422434,SAMN00791962,-3.0746250483270914,True
PRJEB21528,SAMEA104142327,-3.0746250483270914,False
PRJEB21528,SAMEA104142250,-3.072659958218916,False
PRJEB6997,SAMEA2737676,-3.0713364542255692,False
L1,SAMEA2582066,-3.0703302605498215,False
N7,SAMN08813941,-3.0687411678679264,False
L1,SAMEA2582058,-3.066413657226753,False
PRJEB15371,SAMEA4431919,-3.0620561752757043,False
PRJEB6997,SAMEA2737677,-3.0620363692041876,False
PRJEB6997,SAMEA2737688,-3.0572398071145854,False
PRJEB21528,SAMEA104142203,-3.035614817054046,False
N4,SRR5275484,-3.0255731245484014,False
L1,SAMEA2582038,-3.0201871815228065,False
PRJEB1220,SAMEA2042225,-3.0193498290645913,False
N4,SRR5275411,-3.019169153570176,False
PRJEB15371,SAMEA4431908,-3.0178721848248107,False
PRJNA422434,SAMN00792073,-3.0155093793899845,False
L1,SAMEA2582099,-3.0077123231404337,False
PRJEB21528,SAMEA104142181,-3.006858727728132,False
PRJEB10878,SAMEA3541565,-2.995026844822086,False
PRJEB6997,SAMEA2737682,-2.9905179519537786,False
N7,SAMD00114840,-2.9805188754561347,False
PRJEB15371,SAMEA4431878,-2.9724651116431393,False
PRJEB7774,SAMEA3136652,-2.9632183154510017,False
PRJEB12449,SAMEA3879557,-2.9626429059310606,False
N5,SRR5279297,-2.9570365982207383,False
PRJEB10878,SAMEA3541594,-2.954674640839776,False
PRJEB21528,SAMEA104142363,-2.9425688282367726,False
PRJNA422434,SAMN00791931,-2.9425688282367726,False
N7,SAMD00114915,-2.9398889947809517,False
PRJEB15371,SAMEA4431875,-2.937073632412547,False
PRJEB7774,SAMEA3136740,-2.93238143772697,False
L1,SAMEA2582053,-2.9288275607021395,False
PRJEB15371,SAMEA4431988,-2.924925707689309,False
PRJEB6070,SAMEA2467051,-2.9175916940439897,False
PRJEB7774,SAMEA3136628,-2.917352475427958,False
PRJEB6070,SAMEA2466930,-2.9147860663373533,False
PRJEB1220,SAMEA2042621,-2.909788408333623,False
PRJEB15371,SAMEA4431948,-2.904173745782821,False
PRJEB6997,SAMEA2737717,-2.902831005468996,False
PRJEB15371,SAMEA4431906,-2.9022544065457794,False
L1,SAMEA2582123,-2.900019703825752,False
PRJEB1786,SAMEA1906439,-2.895875859283611,False
PRJEB21528,SAMEA104142282,-2.8895134732873182,False
PRJEB6070,SAMEA2467002,-2.889396632013291,False
PRJEB21528,SAMEA104142152,-2.885569810565679,False
PRJEB12123,SAMEA3708534,-2.8826561274067215,False
PRJEB21528,SAMEA104142285,-2.871526470401022,False
PRJEB6997,SAMEA2737857,-2.8680418083217734,False
L1,SAMEA2582111,-2.8645172044496636,False
L1,SAMEA2582034,-2.8543391738680968,False
L1,SAMEA2582159,-2.843861790073087,False
N7,SAMD00114893,-2.840633875417539,False
PRJEB7774,SAMEA3178938,-2.822410992210035,False
PRJEB21528,SAMEA104142286,-2.821078769846816,False
PRJEB1220,SAMEA2042444,-2.820229755883938,True
L1,SAMEA2582093,-2.8197230683392327,False
PRJEB7774,SAMEA3136729,-2.8196101213659603,False
PRJEB6070,SAMEA2467066,-2.81956583736491,False
PRJNA422434,SAMN00715205,-2.8159384386670547,False
L1,SAMEA2582025,-2.8137326081054588,False
PRJEB21528,SAMEA104142185,-2.797665206165258,False
PRJEB6997,SAMEA2737670,-2.794276595598364,False
PRJNA422434,SAMN00791937,-2.788280204978168,False
PRJEB10878,SAMEA3541575,-2.782624077559831,False
PRJEB7774,SAMEA3136742,-2.778613195825207,False
PRJEB10878,SAMEA3541583,-2.777406119664407,False
PRJEB6070,SAMEA2467004,-2.7747153639760893,False
PRJEB21528,SAMEA104142086,-2.7724345687057497,False
PRJEB10878,SAMEA3541488,-2.7684880922197266,False
PRJEB1220,SAMEA2042507,-2.763097527944193,False
PRJEB6997,SAMEA2737778,-2.7618758936984817,False
PRJNA422434,SAMN00715228,-2.756275937481389,False
PRJEB10878,SAMEA3541470,-2.7532620814868767,False
PRJEB15371,SAMEA4431917,-2.7408140996845454,False
PRJEB15371,SAMEA4431936,-2.739254322732963,False
PRJEB21528,SAMEA104142309,-2.73495027866411,False
PRJEB12123,SAMEA3708526,-2.722136135465714,False
N5,SRR5279257,-2.720415395339053,False
N7,SAMN08813958,-2.71991831945818,False
PRJNA422434,SAMN00792101,-2.7124164292397723,False
N8,SAMEA4817900,-2.707233685604157,False
PRJEB7774,SAMEA3136764,-2.699758641464635,False
N7,SAMD00114761,-2.6962166129692196,False
PRJEB6997,SAMEA2737684,-2.6955601177055137,False
PRJEB1220,SAMEA1966253,-2.6916935964338515,False
PRJEB10878,SAMEA3541588,-2.6912641685335768,False
PRJEB12123,SAMEA3708652,-2.6910776932539178,False
PRJNA422434,SAMN00792064,-2.688453808638077,False
PRJEB15371,SAMEA4431868,-2.6860895118732637,False
N4,SRR5275407,-2.681881215278812,False
PRJEB4336,SAMEA2155758,-2.681544676807778,False
PRJNA299502,SAMN04209236,-2.6799037221941977,False
PRJEB1786,SAMEA1906533,-2.674602114765428,False
PRJEB12449,SAMEA3879548,-2.672436155742879,False
L1,SAMEA2582182,-2.6649003677723413,False
PRJEB12123,SAMEA3708688,-2.664737330282196,False
PRJNA299502,SAMN04209243,-2.657410985070298,False
V1,RHB_RAM_0081,-2.6554805391940133,False
L1,SAMEA2582068,-2.6552991100101435,False
PRJEB15371,SAMEA4431895,-2.6549332954068974,False
PRJEB6070,SAMEA2467063,-2.652986674333531,False
L1,SAMEA2582057,-2.6514467829456114,False
PRJEB6070,SAMEA2467079,-2.6506753622221666,False
PRJEB12123,SAMEA3708682,-2.64877254815968,False
PRJNA422434,SAMN00792043,-2.6468788814316424,False
PRJEB21528,SAMEA104142176,-2.6379570647570936,False
L1,SAMEA2582037,-2.6374028693527687,False
PRJEB21528,SAMEA104142186,-2.6368553792151905,False
PRJEB6997,SAMEA2737826,-2.6352971515068346,False
L1,SAMEA2582062,-2.6332302086606894,False
N5,SRR5279255,-2.6320667947738436,False
PRJEB6997,SAMEA2737754,-2.630131247391072,True
PRJNA319574,SAMN06110347,-2.626236801433061,True
PRJEB7774,SAMEA3136761,-2.621412212487787,False
PRJEB21528,SAMEA104142126,-2.619499655425694,False
PRJEB21528,SAMEA104142300,-2.6187880734772606,False
PRJEB6070,SAMEA2466942,-2.6173717204162843,False
PRJEB21528,SAMEA104142279,-2.6092621747143228,False
PRJEB6070,SAMEA2467046,-2.606076981170323,False
PRJEB7774,SAMEA3136659,-2.5969704487976775,False
PRJEB21528,SAMEA104142295,-2.592930488701652,False
N7,SAMD00114826,-2.58920122389259,False
L1,SAMEA2582100,-2.5858335292784034,False
PRJEB13870,SAMEA3951635,-2.583961686292023,True
PRJEB21528,SAMEA104142080,-2.5807149855027895,False
PRJEB7774,SAMEA3136733,-2.580680714597709,False
PRJEB21528,SAMEA104142073,-2.5741987388213503,False
V1,rhb_ram_0040,-2.5720281271489642,False
N4,SRR5275438,-2.5653081905396538,False
V1,RHB_RAM_0065,-2.5647225953111903,False
PRJEB21528,SAMEA104142204,-2.5534709442578207,False
PRJEB7774,SAMEA3136678,-2.550103527926288,False
N5,SRR5279304,-2.5481262949569023,False
PRJEB12123,SAMEA3708676,-2.546683818798286,False
PRJNA299502,SAMN04209234,-2.5450348363651343,False
PRJEB6070,SAMEA2466949,-2.5394092248535314,False
PRJNA422434,SAMN00715159,-2.5372315947342083,False
PRJNA422434,SAMN00715232,-2.524722228780325,False
PRJEB1786,SAMEA1906520,-2.522131659662814,False
PRJNA299502,SAMN04209249,-2.521059470275687,False
PRJEB15371,SAMEA4431898,-2.508298657458818,False
PRJEB6997,SAMEA2737675,-2.5064017361525193,False
PRJNA422434,SAMN00792049,-2.5017208805194766,False
PRJEB7774,SAMEA3136746,-2.4953849250719546,False
PRJNA422434,SAMN00792115,-2.493783090392768,False
PRJEB7774,SAMEA3136760,-2.4885779596833393,False
L1,SAMEA2582072,-2.485999853685032,False
PRJEB6997,SAMEA2737854,-2.485812785693946,False
PRJEB7774,SAMEA3136656,-2.483345822196284,False
PRJEB10878,SAMEA3541595,-2.4820148193794025,False
PRJNA299502,SAMN04209223,-2.478878701563065,False
N4,SRR5275476,-2.47740388763889,False
PRJNA177201,SAMN01760916,-2.473749519227766,False
PRJEB7774,SAMEA3136736,-2.4706901807858785,False
PRJNA422434,SAMN00792048,-2.4691448909654325,False
