Study Accession,Sample Accession or Sample ID,gmhi_value,isHealthy
N5,SRR5279240,0.1403927542348779,False
PRJNA328899,SAMN05414960,0.14219003172548936,True
H1,SAMEA103958137,0.14275375817323152,True
N4,SRR5275462,0.1429867338801417,False
PRJEB21528,SAMEA104142129,0.1445426510219648,True
PRJEB13870,SAMEA3951634,0.14514417291232765,True
PRJNA319574,SAMN06110120,0.14544370558393013,True
PRJEB12123,SAMEA3708617,0.1458429184203425,True
PRJEB6070,SAMEA2467014,0.1462340337000928,True
PRJNA48479,SAMN00146662,0.14737057628220043,True
PRJEB1220,SAMEA2042493,0.1476153170443635,False
PRJEB11532,SAMEA3664656,0.14988875152069306,True
PRJEB1220,SAMEA1968361,0.15152001467849488,False
PRJEB12123,SAMEA3708522,0.1518057992637694,False
PRJNA328899,SAMN05414962,0.15267155869354707,True
PRJEB21528,SAMEA104142087,0.15269405145364986,True
PRJEB6997,SAMEA2737706,0.1528451000582914,False
PRJEB12123,SAMEA3708560,0.153481078877322,True
PRJEB12123,SAMEA3708579,0.15604092739982636,True
PRJEB4336,SAMEA2162640,0.15690066978584224,False
V1,RHB_RAM_0062,0.15786421488083935,False
PRJEB6337,SAMEA2581890,0.1584075777176928,True
PRJEB6070,SAMEA2466899,0.1585395907682853,False
PRJNA48479,SAMN00037236,0.15881592103637177,True
PRJNA389280,SAMN07424384,0.15921239630500758,False
PRJEB12123,SAMEA3708458,0.1611895183757505,False
PRJNA422434,SAMN00715135,0.16436347555325567,False
PRJNA422434,SAMN00792036,0.16627397897488802,False
PRJNA290729,SAMN03922453,0.16755927567239828,False
PRJEB12123,SAMEA3708483,0.16785919716641126,False
PRJEB1220,SAMEA2042583,0.16864698191998392,True
PRJEB11532,SAMEA3664636,0.17001280064511112,True
PRJEB1786,SAMEA1906457,0.1700313506182448,False
PRJNA422434,SAMN00715254,0.17020531806486533,True
PRJNA319574,SAMN06110199,0.17201877954161648,True
PRJEB6070,SAMEA2467022,0.17268358423798166,True
PRJNA422434,SAMN00993245,0.1747246206165406,False
PRJEB1786,SAMEA1906431,0.17582658504367452,False
PRJNA319574,SAMN06110254,0.17774498603799097,True
PRJEB11532,SAMEA3665030,0.17790937136499302,True
N8,SAMEA4817944,0.1791428352907701,False
PRJEB1220,SAMEA2042087,0.1793064611847969,False
PRJNA422434,SAMN00715221,0.17945390758404736,False
N4,SRR5275406,0.18003989981372567,False
PRJNA48479,SAMN00036796,0.1803782783258506,True
PRJEB6070,SAMEA2467080,0.1805826835865381,False
PRJEB13870,SAMEA3951624,0.18241283783805734,True
PRJEB12123,SAMEA3708686,0.1830899166940061,False
PRJEB21528,SAMEA104142119,0.18426464069266416,True
N7,SAMN08814052,0.18454652036058153,False
PRJEB7774,SAMEA3136639,0.1863128787878283,True
PRJEB1220,SAMEA2042733,0.18725805494702744,False
PRJEB1220,SAMEA2042495,0.1898775842038373,True
PRJEB6070,SAMEA2466902,0.19049882530632756,True
N7,SAMD00154995,0.19447203504177593,False
PRJEB13870,SAMEA3951621,0.19462620777853437,True
PRJEB6070,SAMEA2467082,0.19584211805132104,False
PRJNA422434,SAMN00715270,0.19902159514539858,False
N8,SAMEA4817954,0.1996902321182796,True
L1,SAMEA2582172,0.20002364086361987,False
PRJNA389280,SAMN07424387,0.20091233755269974,False
PRJEB13870,SAMEA3951617,0.2024405802308781,True
PRJNA48479,SAMN00062293,0.20335382951315947,True
PRJEB11532,SAMEA3646715,0.20347267521713194,True
PRJEB1220,SAMEA2042626,0.205176189396608,False
PRJEB6337,SAMEA2581978,0.20683947350309126,True
PRJEB15371,SAMEA4431960,0.208142423381707,True
N5,SRR5279279,0.21302645132327583,False
N5,SRR5279220,0.21403107588460593,False
PRJNA319574,SAMN06110292,0.21578557080073205,True
PRJEB12449,SAMEA3879581,0.21700462226317557,False
PRJEB1220,SAMEA2042408,0.21730754070703664,False
PRJEB6997,SAMEA2737834,0.21930058189041016,True
PRJNA48479,SAMN00041128,0.2197548640130228,True
N4,SRR5275443,0.2205579505944397,False
PRJNA299502,SAMN04209219,0.2211442950351686,False
PRJEB11532,SAMEA3664886,0.22143333141885543,True
PRJEB6456,SAMEA2579963,0.22187211546363864,True
PRJEB12123,SAMEA3708577,0.22689033951177437,True
PRJNA48479,SAMN00087897,0.22880312294472244,True
PRJNA48479,SAMN00083009,0.23029946514770558,True
PRJNA422434,SAMN00791958,0.23058531913279803,True
PRJEB21528,SAMEA104142326,0.23058531913279803,True
PRJEB6070,SAMEA2467072,0.23092476097126038,False
PRJEB6997,SAMEA2737775,0.2313393744352541,False
PRJEB11532,SAMEA3664612,0.23390601853164075,True
N4,SRR5275441,0.23415557801761902,False
PRJEB8094,SAMEA3182065,0.23432626575019064,False
PRJNA48479,SAMN00038651,0.23491052681221006,True
PRJNA48479,SAMN00036197,0.2359152472195802,True
PRJEB6456,SAMEA2580145,0.23830646013364612,True
PRJNA422434,SAMN00791956,0.2390326684637811,True
PRJEB21528,SAMEA104142325,0.2390326684637811,True
PRJEB6070,SAMEA2466975,0.24254154864727318,False
PRJNA319574,SAMN06110310,0.24289026674646488,True
PRJNA319574,SAMN06110280,0.24328713068389582,True
N4,SRR5275457,0.24456695434844183,False
PRJNA48479,SAMN00037421,0.24606101466880242,True
PRJEB19090,SAMEA53404168,0.24617093724936603,True
PRJEB4336,SAMEA2150234,0.24654396719528146,False
PRJNA328899,SAMN05414947,0.24733019812885512,True
PRJNA389280,SAMN07424465,0.2492583403712996,False
PRJNA328899,SAMN05414987,0.25047882197819016,True
PRJEB21528,SAMEA104142361,0.25177786362514687,True
PRJNA290729,SAMN03922463,0.25267537768325143,False
PRJEB6997,SAMEA2737740,0.25382934282140257,False
PRJEB13870,SAMEA3951619,0.2544541242306664,True
PRJEB6070,SAMEA2466967,0.2546415983042676,False
PRJEB11532,SAMEA3665285,0.25491656871999085,True
PRJEB15371,SAMEA4431971,0.2554932809017606,True
N5,SRR5279287,0.25645009385438494,False
PRJEB6337,SAMEA2581980,0.25709558844745084,True
PRJEB4336,SAMEA2154015,0.2594718375995002,False
PRJEB1690,SAMEA2017457,0.2604101595004678,True
PRJEB1786,SAMEA1906447,0.2615180616963023,False
PRJNA48479,SAMN00037655,0.26158317057447683,True
PRJEB12123,SAMEA3708492,0.2616126788667039,False
PRJDB3601,SAMD00036381,0.2619986498626524,True
PRJEB6337,SAMEA2581999,0.2627859182456671,True
PRJNA319574,SAMN06110041,0.2636298170659662,True
PRJNA48479,SAMN00085131,0.2644822430849284,True
V1,RHB_RAM_0117,0.26504266948577204,False
PRJNA389280,SAMN07424382,0.26582138173614744,False
PRJEB6070,SAMEA2467074,0.2686515496117611,False
PRJEB12449,SAMEA3879506,0.2690522503492477,False
PRJEB4336,SAMEA2148094,0.26909014946554527,False
PRJEB1220,SAMEA2042573,0.26970455193228043,True
PRJEB12123,SAMEA3708613,0.2703492412782286,True
PRJEB11532,SAMEA3664533,0.2708010928893001,True
PRJEB1786,SAMEA1906565,0.2715963567972495,True
PRJEB6456,SAMEA2579937,0.2724534018882227,True
PRJEB6070,SAMEA2467028,0.27425907700735813,True
PRJEB6456,SAMEA2580004,0.2770355550999069,True
PRJEB12123,SAMEA3708630,0.2785436941796383,True
PRJEB11532,SAMEA3665066,0.2807631134012018,True
PRJEB1690,SAMEA2055277,0.2812592591298353,True
PRJEB6070,SAMEA2467055,0.284763094614598,False
V1,RHB_RAM_0118,0.28646856607724197,False
V1,RHB_RAM_0216,0.2874344281342841,False
PRJEB1220,SAMEA2042832,0.28782123592150444,False
PRJEB11532,SAMEA3664924,0.28916101891396256,True
PRJNA389280,SAMN07424466,0.291095380235192,True
PRJNA422434,SAMN00715269,0.29304677636473664,True
PRJNA328899,SAMN05414915,0.29374240352771525,True
PRJEB21528,SAMEA104142275,0.2944465789857707,False
PRJNA422434,SAMN00715160,0.2950945258142883,False
PRJEB6997,SAMEA2737850,0.2984673766163503,True
PRJEB6997,SAMEA2737711,0.2997376040300388,False
PRJEB12123,SAMEA3708704,0.3002030038783036,True
PRJEB6337,SAMEA2581987,0.30089808400670137,True
PRJEB1786,SAMEA1906449,0.3010763731284307,False
N1,SAMN07449013,0.30136658694815394,True
PRJEB15371,SAMEA4431969,0.30312400951977475,True
PRJEB6337,SAMEA2581888,0.308495756348651,True
N7,SAMN08814016,0.30880812407911795,False
PRJNA422434,SAMN00715236,0.3090567949388569,False
PRJEB1786,SAMEA1906481,0.3090973234739932,True
PRJNA48479,SAMN00032842,0.3102718782136595,True
PRJEB6997,SAMEA2737806,0.31222675021849805,True
PRJNA422434,SAMN00792106,0.31238452225790136,False
PRJNA328899,SAMN05414920,0.31340358511948396,True
PRJEB12123,SAMEA3708547,0.3137945511994393,True
PRJEB6997,SAMEA2737864,0.31393292087068914,True
PRJEB12123,SAMEA3708479,0.3152831729635571,False
PRJEB6456,SAMEA2580232,0.3154740262572111,True
N4,SRR5275424,0.31720337095569273,False
PRJEB6997,SAMEA2737786,0.3180278145450385,False
PRJNA422434,SAMN00715170,0.31903740366172784,True
PRJEB11532,SAMEA3665103,0.32033938932682104,True
PRJEB11532,SAMEA3664841,0.32132793905760987,True
PRJEB6997,SAMEA2737719,0.3244846187549436,False
PRJEB1220,SAMEA2042497,0.3251328333715242,True
PRJEB6997,SAMEA2737819,0.32875706011733885,False
PRJEB1220,SAMEA2042505,0.3288039420773049,False
PRJEB12449,SAMEA3879545,0.3293630824538764,False
PRJNA319574,SAMN06110070,0.33065688843758695,True
PRJNA422434,SAMN00715215,0.3328843606202971,False
N4,SRR5275423,0.3342541369454514,False
PRJEB12123,SAMEA3708559,0.33439185305107183,True
PRJNA48479,SAMN00087669,0.3369571704006281,True
PRJEB6337,SAMEA2581949,0.3382201432158131,True
N8,SAMEA4817966,0.34212031500427303,False
PRJEB6456,SAMEA2580290,0.34235249277097235,True
PRJEB12123,SAMEA3708550,0.34247549054221166,True
N5,SRR5279275,0.3443672546152229,False
PRJEB6997,SAMEA2737810,0.3445948184299009,True
PRJEB12449,SAMEA3879569,0.34542804457569254,False
PRJEB4336,SAMEA2152521,0.34743447580712966,True
PRJEB11532,SAMEA3664753,0.3484281471001607,True
PRJNA177201,SAMN01760978,0.34891562318561153,True
PRJEB1220,SAMEA2042629,0.3490010220055586,False
H1,SAMEA103958139,0.3497403009923271,True
V1,RHB_RAM_0041,0.3498259681441437,False
PRJNA422434,SAMN00792024,0.3504206546416638,False
PRJEB11532,SAMEA3664840,0.3508623438976799,True
PRJNA48479,SAMN00146030,0.3513829782165674,True
PRJNA319574,SAMN06110060,0.35337970543843766,True
PRJNA48479,SAMN00037713,0.35366044519085543,True
PRJNA305507,SAMN04329796,0.35512407043602073,True
PRJNA422434,SAMN00791938,0.3552283464434952,False
PRJEB6997,SAMEA2737838,0.35551930808835547,False
PRJNA48479,SAMN00069968,0.3561841855502843,True
N1,SAMN07449051,0.3572090483696001,True
PRJNA290729,SAMN03922462,0.35851761562184487,False
N5,SRR5279300,0.3590202155817811,False
PRJNA389280,SAMN07424458,0.359047444490767,False
PRJNA319574,SAMN06110135,0.36094487496339,True
PRJNA268964,SAMN03283258,0.36107336888137526,True
PRJNA422434,SAMN00792072,0.36129419788025163,False
PRJEB15371,SAMEA4431970,0.36184383858761354,True
PRJNA48479,SAMN00083669,0.36302703275607834,True
PRJEB1220,SAMEA2042734,0.3632440453509186,True
PRJEB21528,SAMEA104142123,0.3685478315419393,False
N1,SAMN07448973,0.3688547852450862,True
PRJEB6997,SAMEA2737851,0.370105085794611,False
PRJNA48479,SAMN00147413,0.3704841367601086,True
PRJEB21528,SAMEA104142366,0.37105053958997924,True
PRJNA422434,SAMN00791928,0.37105053958997924,False
N5,SRR5279298,0.3723102311330768,False
PRJDB3601,SAMD00036192,0.3756059353319193,True
PRJNA422434,SAMN00715167,0.3758114484336532,False
PRJEB12123,SAMEA3708516,0.37704980069979566,False
PRJNA422434,SAMN00715197,0.38067621162875015,False
PRJNA389280,SAMN07424424,0.380931134027271,False
PRJNA319574,SAMN06110291,0.38202562180748334,True
N1,SAMN07449019,0.3823181442451045,True
PRJNA319574,SAMN06110362,0.38306447930050946,True
N7,SAMN08814004,0.3844467797962955,False
PRJEB11532,SAMEA3665053,0.38523264995925766,True
PRJEB4336,SAMEA2145365,0.38524213346066694,True
PRJEB6456,SAMEA2580036,0.38583979634030363,True
PRJEB6337,SAMEA2581919,0.3858880208428226,True
PRJEB12123,SAMEA3708602,0.3863541560061934,True
PRJEB1220,SAMEA2042402,0.387146578602789,False
PRJEB6337,SAMEA2581912,0.3876200338378027,True
PRJEB4336,SAMEA2154516,0.38768627186502547,False
PRJNA389280,SAMN07424512,0.3901676995700388,False
PRJEB1220,SAMEA2042570,0.39186622739904525,True
PRJNA48479,SAMN00142815,0.39384559794738366,True
PRJEB15371,SAMEA4431978,0.3957959016768636,False
V1,RHB_RAM_0093,0.395974562354374,False
PRJEB1220,SAMEA2042285,0.39624618628126557,True
PRJEB7774,SAMEA3136713,0.3997772667595303,False
PRJNA389280,SAMN07424280,0.4013708389430927,False
PRJNA422434,SAMN00792112,0.4016871494584764,False
PRJEB11532,SAMEA3665120,0.403459051335989,True
PRJEB12123,SAMEA3708576,0.4037330678005478,True
N5,SRR5279221,0.4052938106228492,False
PRJEB7774,SAMEA3136669,0.4055403772853628,True
PRJEB12123,SAMEA3708523,0.40595875669404924,False
PRJNA48479,SAMN00087920,0.4064618290916893,True
PRJEB1786,SAMEA1906572,0.4074436877595578,False
PRJNA319574,SAMN06110015,0.40889001302155314,True
PRJEB6456,SAMEA2580140,0.41023552677795494,True
PRJDB3601,SAMD00036194,0.41096123333048584,False
PRJEB6997,SAMEA2737863,0.41168077883690635,False
PRJEB11532,SAMEA3646747,0.4142124770096125,True
N4,SRR5275431,0.41631700097518964,False
PRJNA422434,SAMN00715134,0.4165984994502756,False
PRJEB13870,SAMEA3951611,0.4170115664146347,True
PRJEB11532,SAMEA3664718,0.4176312749092858,True
PRJEB12123,SAMEA3708714,0.4178599100101214,True
PRJEB19090,SAMEA53402668,0.4188462512806766,True
PRJDB3601,SAMD00036379,0.41943072701255,True
PRJNA299502,SAMN04209220,0.42003874891303156,False
PRJEB6070,SAMEA2466917,0.42139167749564005,False
PRJEB6070,SAMEA2467044,0.4225463595316167,False
PRJNA48479,SAMN00042087,0.423497712198795,True
PRJEB1786,SAMEA1906464,0.4240327813925985,False
PRJEB6997,SAMEA2737777,0.4249087448170097,False
PRJEB15371,SAMEA4431954,0.42576584150031677,True
PRJNA422434,SAMN00715258,0.42680394365534235,False
PRJNA268964,SAMN03283257,0.4268387110411479,False
PRJEB6337,SAMEA2581921,0.42813042732682255,False
N7,SAMN08813984,0.4288744866417685,False
PRJNA389280,SAMN07424400,0.4296845259091109,False
PRJEB7774,SAMEA3136723,0.4300196532110526,False
PRJEB12123,SAMEA3708619,0.4304863383666378,True
PRJNA48479,SAMN00083300,0.43063098808504724,True
PRJNA389280,SAMN07424460,0.43264280053857357,False
PRJNA48479,SAMN00037012,0.43277140676296477,True
PRJEB12449,SAMEA3879509,0.4335044582833894,True
PRJEB6070,SAMEA2467006,0.4343394922082377,False
PRJNA48479,SAMN00082513,0.43483377129403405,True
PRJEB12123,SAMEA3708584,0.4350288732289888,True
PRJNA48479,SAMN00100110,0.43550428688800435,True
PRJNA389280,SAMN07424436,0.4360322058446521,True
PRJEB6337,SAMEA2581952,0.4365521226005813,True
N5,SRR5279289,0.4367380362010411,False
PRJEB8094,SAMEA3182066,0.437152379415367,True
PRJEB1220,SAMEA2042647,0.4375272619143907,False
PRJEB11532,SAMEA3664603,0.43770184100259113,True
PRJEB11532,SAMEA3665176,0.4378943563443071,True
PRJEB6997,SAMEA2737822,0.4386715709984163,False
PRJEB1786,SAMEA1906415,0.4400882485788182,False
PRJNA389280,SAMN07424456,0.44023902189693553,False
PRJEB6070,SAMEA2467083,0.44047125180993096,False
PRJEB6337,SAMEA2581916,0.44102347352070026,True
N8,SAMEA4817897,0.4428759480781476,True
PRJNA389280,SAMN07424508,0.4443747599959535,False
PRJNA422434,SAMN00715266,0.44484727238925453,False
PRJNA319574,SAMN06110145,0.4449529946069776,True
PRJEB4336,SAMEA2158062,0.44525914333631844,False
PRJEB6337,SAMEA2581934,0.44540980794932195,True
PRJEB6456,SAMEA2580200,0.44557037836550356,True
PRJNA319574,SAMN06110090,0.44557511179930714,True
PRJEB6070,SAMEA2467033,0.445712099221057,True
PRJEB6337,SAMEA2581964,0.44573170659902894,True
PRJEB4336,SAMEA1965149,0.4461903042092001,True
PRJNA422434,SAMN00715143,0.4478362052959326,False
PRJNA422434,SAMN00792092,0.44896476470609437,False
PRJNA48479,SAMN00143754,0.45035604338229535,True
PRJEB12123,SAMEA3708609,0.45039737922142875,True
PRJNA319574,SAMN06109999,0.45113708532252367,True
V1,RHB_RAM_0015,0.4530567526838091,False
PRJEB11532,SAMEA3646767,0.45378577317425817,True
PRJEB1220,SAMEA2042281,0.4542894330813577,False
PRJNA48479,SAMN00146563,0.4547472884613169,True
PRJNA319574,SAMN06110456,0.4548189411683143,True
PRJEB6456,SAMEA2580120,0.45557432588027463,True
PRJNA278393,SAMN03418281,0.4582850747163115,True
PRJNA290729,SAMN03922456,0.459280432054452,False
PRJEB11532,SAMEA3664694,0.4596053961638886,True
PRJNA422434,SAMN00715248,0.46033420640320455,True
PRJNA48479,SAMN00034376,0.4644022929298574,True
PRJEB6337,SAMEA2582008,0.4655523361141155,True
PRJNA290729,SAMN03922457,0.465723717376239,False
PRJNA177201,SAMN01760943,0.467430133113556,True
PRJEB1786,SAMEA1906580,0.46878633446911144,False
PRJEB1220,SAMEA2042738,0.4703457803173645,False
N4,SRR5275458,0.4705647710446615,False
PRJEB1220,SAMEA2043043,0.4714072296431781,False
PRJNA319574,SAMN06110101,0.47244496118654955,True
L1,SAMEA2582023,0.47271984584694116,False
PRJEB12449,SAMEA3879525,0.47298921232785035,True
PRJEB1786,SAMEA1906562,0.4753608407913766,False
PRJEB11532,SAMEA3646730,0.4763655732230605,True
PRJEB6997,SAMEA2737693,0.47651298288151156,True
PRJNA48479,SAMN00076528,0.47894014286978365,True
PRJEB1786,SAMEA1906480,0.4789459111964439,False
PRJEB6997,SAMEA2737772,0.48051969927896887,False
PRJEB21528,SAMEA104142139,0.48116362334196777,True
PRJEB6456,SAMEA2580056,0.48209967450471186,True
PRJEB11532,SAMEA3665259,0.4836959597777004,True
PRJEB4336,SAMEA1971210,0.48405903931917715,True
PRJNA422434,SAMN00715242,0.4852584587495485,False
PRJEB11532,SAMEA3646674,0.48793192232815896,True
N5,SRR5279230,0.4879320942966664,False
PRJEB4336,SAMEA2162811,0.4890990229660417,True
H1,SAMEA103958147,0.4905438652766224,True
PRJNA422434,SAMN00715177,0.49078645516223784,True
PRJEB4336,SAMEA2159032,0.4917735973506174,False
PRJEB6456,SAMEA2579980,0.4927215217370021,True
PRJEB6070,SAMEA2467017,0.4931839518514831,True
PRJNA319574,SAMN06110005,0.4936253959481765,True
PRJEB21528,SAMEA104142234,0.4941350768005262,False
PRJNA319574,SAMN06110100,0.49455686848575586,True
PRJEB6997,SAMEA2737780,0.494973231996266,False
PRJEB11532,SAMEA3664922,0.4961414473883893,True
PRJNA177201,SAMN01760918,0.4979727557116898,False
PRJEB21528,SAMEA104142141,0.50034567678336,True
PRJNA422434,SAMN00791979,0.5034872101885525,True
H1,SAMEA103958136,0.5043176585313777,True
PRJEB21528,SAMEA104142341,0.5045094985185038,False
PRJNA319574,SAMN06110326,0.5049204463444076,True
PRJEB4336,SAMEA2151007,0.5051698412989,False
N5,SRR5279307,0.505491494609733,False
PRJNA305507,SAMN04329806,0.5085050790263657,True
PRJNA422434,SAMN00715249,0.5088518250546125,True
PRJEB6456,SAMEA2580128,0.5089712876662158,True
PRJEB7774,SAMEA3136718,0.5092810869937477,False
PRJNA389280,SAMN07424437,0.5100357736488004,False
V1,RHB_RAM_0160,0.5114022809822718,False
PRJNA319574,SAMN06110315,0.511596659589799,True
PRJEB1220,SAMEA2042560,0.5127896761919513,False
PRJEB12123,SAMEA3708700,0.5137286907897588,True
PRJNA319574,SAMN06110390,0.5138274256158146,True
PRJNA319574,SAMN06110212,0.516959450726933,True
PRJEB1220,SAMEA2042731,0.5201699353520916,True
PRJNA422434,SAMN00792088,0.5201756396371602,False
N5,SRR5279310,0.5207053494434677,False
PRJEB11532,SAMEA3664702,0.5215128255562863,True
PRJEB1220,SAMEA2042392,0.5219801802433922,True
PRJEB1220,SAMEA2042104,0.5222496228320932,True
PRJEB15371,SAMEA4431938,0.5227071916676509,True
PRJEB4336,SAMEA2159338,0.5244629392417588,False
PRJEB7774,SAMEA3136668,0.5256918428367121,True
PRJEB12123,SAMEA3708600,0.5257532403084537,True
N5,SRR5279222,0.5273785103208531,False
PRJNA422434,SAMN00715241,0.527402069086137,True
PRJEB4336,SAMEA2152443,0.5280716997339775,False
PRJEB6997,SAMEA2737852,0.5280798515495733,False
PRJEB11532,SAMEA3664690,0.5291333161150595,True
PRJNA319574,SAMN06110055,0.5300939349053049,True
V1,RHB_RAM_0066,0.535013628656781,False
PRJNA389280,SAMN07424442,0.5354676581994801,True
PRJEB11532,SAMEA3646768,0.5402167856967967,True
PRJNA389280,SAMN07424523,0.540828560117677,False
PRJEB6337,SAMEA2581913,0.5431391712290111,True
PRJEB11532,SAMEA3664820,0.5434848058906924,True
PRJEB12123,SAMEA3708614,0.5440834287697117,True
PRJEB11532,SAMEA3665238,0.545259431612206,True
PRJNA48479,SAMN00035453,0.5467269153156563,True
PRJNA373879,SAMN07535110,0.5494768397004806,True
PRJEB1220,SAMEA2042644,0.5499732544829511,False
N4,SRR5275446,0.5508481142845649,False
V1,RHB_RAM_0198,0.5510647044966175,False
PRJEB12123,SAMEA3708554,0.5512364917229097,True
N7,SAMN08814039,0.5531822268376978,False
PRJEB1786,SAMEA1906560,0.5535586729426468,False
PRJEB6456,SAMEA2580021,0.5538298288384228,True
PRJEB13870,SAMEA3951618,0.5539480342032975,True
L1,SAMEA2582157,0.5560154391850536,False
PRJNA328899,SAMN05414955,0.5577770107472397,True
PRJEB12123,SAMEA3708529,0.557917677909519,False
PRJEB6070,SAMEA2467035,0.5586252640527122,True
PRJEB7774,SAMEA3136684,0.5591595372602983,False
N4,SRR5275432,0.5592981975345444,False
PRJEB6456,SAMEA2580124,0.5604102905304663,True
PRJNA328899,SAMN05414968,0.5622950434628116,True
PRJNA422434,SAMN00791929,0.5633981704328784,False
PRJNA389280,SAMN07424516,0.5638518687741705,True
PRJEB1220,SAMEA2042200,0.5678528970088119,False
PRJNA319574,SAMN06110373,0.5678948120228207,True
PRJEB12449,SAMEA3879588,0.568470118719365,True
PRJNA48479,SAMN00147938,0.5692573062634343,True
PRJEB11532,SAMEA3664726,0.5698321600537841,True
PRJEB12123,SAMEA3708578,0.5711967352825374,True
N5,SRR5279281,0.5716492710805385,False
PRJEB6997,SAMEA2737793,0.5734094550584876,True
PRJEB1220,SAMEA2042367,0.5796530397768305,False
PRJNA319574,SAMN06110454,0.5797669601782589,True
PRJEB1220,SAMEA2042659,0.5799898261832896,False
PRJEB21528,SAMEA104142153,0.5836896049863356,True
PRJNA385949,SAMN07199828,0.5837815637005599,False
PRJNA305507,SAMN04329786,0.5874563678639716,True
PRJEB1220,SAMEA2042429,0.5918412859940284,False
PRJEB21528,SAMEA104142365,0.5922613085725855,True
PRJEB11532,SAMEA3665199,0.5924682649096175,True
PRJEB1220,SAMEA2042564,0.59438892169485,True
PRJEB12123,SAMEA3708488,0.5949174919091874,False
N1,SAMN07449069,0.5974179129019874,True
PRJDB3601,SAMD00036406,0.5984228108420144,True
H1,SAMEA103958157,0.5987625348445023,True
PRJEB12123,SAMEA3708476,0.6017643890821257,False
PRJNA48479,SAMN00035169,0.6023396606211849,True
PRJNA319574,SAMN06110195,0.605060578773278,True
PRJEB11532,SAMEA3664643,0.6050813942100186,True
PRJNA48479,SAMN00044744,0.6053547020297599,True
PRJEB1220,SAMEA1973207,0.6056210952967505,True
PRJEB12123,SAMEA3708610,0.6057743001382454,True
PRJNA48479,SAMN00139709,0.6070931044038284,True
PRJNA48479,SAMN00038409,0.6102795455089863,True
PRJEB12123,SAMEA3708570,0.610339560090047,True
N4,SRR5275409,0.6106484426887768,False
PRJEB4336,SAMEA2153852,0.6142153833302225,True
N1,SAMN07449052,0.6146140391765325,True
PRJEB1786,SAMEA1906486,0.6147696783771378,False
PRJNA278393,SAMN03418273,0.6173942372436673,True
PRJNA48479,SAMN00045227,0.6183282856651497,True
PRJEB21528,SAMEA104142172,0.6223145582415741,False
PRJEB11532,SAMEA3664813,0.6225619949960411,True
PRJNA422434,SAMN00791968,0.6233179804669786,True
N4,SRR5275439,0.6245519073273411,False
PRJNA422434,SAMN00715204,0.6247915171402475,False
PRJNA422434,SAMN00715260,0.6255636999929662,True
PRJEB1786,SAMEA1906438,0.6261422246792754,False
PRJNA319574,SAMN06110386,0.6265927149462849,True
PRJEB1786,SAMEA1906482,0.627177973239128,False
PRJEB11532,SAMEA3664876,0.6290815884699522,True
PRJEB1786,SAMEA1906569,0.6293803560851807,True
PRJNA422434,SAMN00791964,0.6294499827929073,True
PRJEB1220,SAMEA2042649,0.6296112097056864,False
PRJNA48479,SAMN00088832,0.6298903701107932,True
PRJEB6456,SAMEA2579916,0.6298981690445556,True
N4,SRR5275436,0.6305776708396075,False
PRJNA48479,SAMN00039531,0.6308997701559559,True
PRJNA177201,SAMN01760976,0.6323528646712347,True
PRJEB6070,SAMEA2466925,0.6331485818521421,False
PRJNA389280,SAMN07424369,0.6331617884129201,False
PRJEB11532,SAMEA3664939,0.6344792085953387,True
PRJNA422434,SAMN00715216,0.6379585718194053,False
PRJEB1786,SAMEA1906436,0.6381906767088639,False
PRJEB11532,SAMEA3664503,0.6398975001939995,True
PRJNA48479,SAMN00037656,0.6410457687398361,True
PRJNA422434,SAMN00715206,0.6415632964193952,False
PRJEB6337,SAMEA2581971,0.6424515676878989,True
C1,SRR3582143,0.6447064476298336,False
PRJEB1690,SAMEA2055287,0.6450256894613612,True
PRJNA319574,SAMN06110288,0.646718983392975,True
N7,SAMN08813968,0.6477975992814031,False
PRJEB6456,SAMEA2580264,0.6481983367363398,True
PRJEB13870,SAMEA3951641,0.6491973127530496,True
N5,SRR5279311,0.6494738353879275,False
PRJEB21528,SAMEA104142333,0.6511728057217901,True
PRJEB21528,SAMEA104142137,0.6521720314615448,True
PRJEB7774,SAMEA3136662,0.6527001252001109,False
PRJDB3601,SAMD00036402,0.6527721605778893,True
PRJEB6997,SAMEA2737764,0.6536264121289161,False
PRJNA278393,SAMN03418277,0.6536532925869397,True
PRJEB1786,SAMEA1906419,0.6538405713029755,False
PRJEB11532,SAMEA3664619,0.6539489856748053,True
PRJEB1220,SAMEA2042199,0.655156557163192,True
N7,SAMN08813983,0.6566039385815222,False
PRJEB6337,SAMEA2581975,0.657127852401171,True
PRJEB6337,SAMEA2581922,0.6595828099066079,True
PRJEB6070,SAMEA2466985,0.6605461116752234,True
PRJEB21528,SAMEA104142114,0.6624792696166392,False
PRJEB7774,SAMEA3178939,0.6635842939062168,True
PRJNA422434,SAMN00715213,0.6664686596582889,False
PRJEB7774,SAMEA3136708,0.666810530140404,False
PRJNA319574,SAMN06110466,0.6680215621642869,True
PRJEB4336,SAMEA2144555,0.6681220552716143,False
PRJEB4336,SAMEA2155134,0.6682040886717829,True
PRJEB1220,SAMEA2042395,0.6696325524813488,False
PRJNA48479,SAMN00045881,0.6701686037946217,True
PRJEB6456,SAMEA2580072,0.6704872981375457,True
PRJNA305507,SAMN04329763,0.6710530289707339,True
PRJNA319574,SAMN06110343,0.6711757626011374,True
N5,SRR5279224,0.6742839993600392,False
