Study Accession,Sample Accession or Sample ID,MDS1,MDS2,isHealthy
PRJEB11532,SAMEA3664779,0.08682460785957463,-0.20850552732778196,True
PRJEB11532,SAMEA3664687,0.09092135777664537,-0.06357981419050328,True
PRJNA389280,SAMN07424267,0.16109952440463549,-0.4566001712650416,False
PRJNA48479,SAMN00035018,0.020961419457593673,-0.33468874820616806,True
PRJEB6070,SAMEA2466893,0.2258856769252651,-0.19482296883595276,False
PRJEB11532,SAMEA3664832,-0.09761387313791053,-0.2598487592182795,True
PRJEB11532,SAMEA3664941,-0.05146548173819708,0.046993613687997406,True
PRJEB11532,SAMEA3646714,-0.07331375011343885,0.029871553052496745,True
PRJNA319574,SAMN06110095,0.2294769064203963,-0.14865784882361308,True
PRJEB11532,SAMEA3665268,-0.11758350194172724,-0.3595239866668384,True
PRJEB1690,SAMEA2055272,0.20964739183734316,0.08457804522527183,True
H1,SAMEA103958140,0.22503763469602953,-0.18514080504703817,True
PRJNA328899,SAMN05414948,0.4115485490356861,0.03394363906739557,True
PRJNA48479,SAMN00142634,0.07312500701044339,-0.312280014749281,True
PRJNA319574,SAMN06110396,0.23059070774895826,-0.07613562127213908,True
PRJEB21528,SAMEA104142354,0.4508293913182689,0.17333725868969285,True
PRJEB11532,SAMEA3664977,0.07931178904225372,-0.30314447483378903,True
PRJEB6456,SAMEA2580148,0.1654870067239683,0.11162178206527032,True
PRJNA319574,SAMN06110016,0.19082282691327773,-0.16014317689061683,True
PRJNA319574,SAMN06110176,0.18985039661589578,-0.011156651283464604,True
PRJEB6070,SAMEA2466969,0.31977894243270616,-0.22533841336371885,False
PRJNA319574,SAMN06110406,0.16254742546107112,-0.012333975863877165,True
PRJEB11532,SAMEA3664781,0.0869388838713645,-0.08769008974159472,True
PRJNA48479,SAMN00039645,-0.08853373555175345,-0.31533359617151885,True
PRJEB11532,SAMEA3646711,-0.01559894599709991,-0.0961190321337861,True
PRJNA319574,SAMN06110318,0.055599055403579095,0.007530013143021913,True
PRJEB12123,SAMEA3708706,-0.05306204005770135,-0.11751633642264545,True
PRJEB12449,SAMEA3879600,0.13938445763871624,-0.18960532440348768,True
PRJNA319574,SAMN06110053,0.25532348214229367,-0.04269124909356377,True
PRJNA48479,SAMN00045549,0.11462230428062278,-0.23275749728192563,True
PRJEB4336,SAMEA2154561,0.08152279321674501,-0.015503961345048042,False
PRJEB11532,SAMEA3665123,0.30984737381317234,-0.36896781096924003,True
PRJEB11532,SAMEA3665208,0.19478317249927438,-0.3408383639073315,True
PRJNA319574,SAMN06110218,0.20878508088161477,0.02448171803128398,True
PRJEB11532,SAMEA3664691,0.05519288837003069,-0.04048770716852691,True
PRJEB11532,SAMEA3664507,-0.02477481990138908,-0.16956258322004394,True
PRJEB11532,SAMEA3665270,0.1211198285407456,-0.21127493727592592,True
PRJNA48479,SAMN00037072,0.2302589131097653,0.11565276188236,True
PRJEB6070,SAMEA2466971,0.22600299882237465,-0.021783210843257805,False
PRJEB1690,SAMEA2055291,-0.28019962853018365,-0.3574411272342958,True
PRJEB11532,SAMEA3664925,0.03130727340631929,0.06400613512883312,True
PRJEB11532,SAMEA3665021,0.08233829306242765,-0.13746356989710753,True
PRJNA319574,SAMN06110301,0.061290969348788624,0.20317088223597699,True
PRJNA48479,SAMN00087361,0.17909197105545185,-0.340283154738583,True
PRJEB12449,SAMEA3879503,-0.13576646454778366,0.0931085994453904,False
PRJEB11532,SAMEA3665198,0.31933738101300463,-0.2919635687960314,True
PRJEB11532,SAMEA3664842,0.19576193290314958,0.11369124875589444,True
PRJEB1690,SAMEA2055283,0.17737977643556416,-0.13932967506266622,True
PRJNA319574,SAMN06110127,0.10365775388369176,0.04399186013296892,True
PRJEB11532,SAMEA3646734,0.053216751024123564,-0.1539809678219822,True
PRJEB1220,SAMEA2042923,0.1269016115770288,-0.05010341606956432,False
PRJEB6456,SAMEA2579968,0.1858144454746004,0.08157756307923852,True
PRJEB11532,SAMEA3665175,0.19895659054273632,-0.26770890246199514,True
PRJNA48479,SAMN00034856,-0.028463022663948623,-0.26541028274911743,True
PRJEB7774,SAMEA3136673,0.3239668140090359,0.1201031598066,True
PRJEB11532,SAMEA3665094,0.10501962492682579,-0.2782612978555091,True
PRJNA328899,SAMN05414901,0.40732296940233365,0.24114360939941154,True
PRJNA48479,SAMN00073658,0.09005632214555571,-0.45239466686312585,True
PRJNA319574,SAMN06110465,0.1651714657645995,-0.025666877188939678,True
PRJNA319574,SAMN06110088,0.24097877392823677,0.11558222062979873,True
PRJNA319574,SAMN06110323,0.287710254891332,0.008048054887014627,True
PRJEB11532,SAMEA3665187,0.1301119033275372,-0.21681657033302604,True
PRJEB7774,SAMEA3136676,0.24842374147419222,0.08528773390748678,True
N8,SAMEA4817922,0.45060412148840034,0.1218471781458285,True
PRJEB11532,SAMEA3664802,0.24850075804440044,-0.02202168892184896,True
PRJNA319574,SAMN06110057,0.3372886086345534,-0.042967573573875414,True
PRJNA177201,SAMN01760949,0.2004996655278433,-0.18428959680918944,False
PRJNA328899,SAMN05414911,0.5020503427695977,-0.34801401867521076,True
PRJNA319574,SAMN06110457,0.36702694336608427,-0.0880042061403064,True
PRJEB6456,SAMEA2580096,-0.07925886399155985,0.25283536639965704,True
PRJEB12123,SAMEA3708586,0.05662447658692319,0.13483690230167772,True
PRJNA422434,SAMN00792017,0.08485416433438399,-0.3199183756780332,True
PRJEB11532,SAMEA3664505,0.2950701443961521,-0.010829941017638574,True
PRJEB7774,SAMEA3136721,0.14769511205192254,0.014155015762010007,False
PRJEB11532,SAMEA3665108,0.10204873406401291,-0.30131088120494587,True
PRJNA48479,SAMN00032498,0.015838353450370487,-0.5075845527905496,True
PRJEB11532,SAMEA3665182,0.07275341570589192,-0.34353742667298015,True
PRJEB11532,SAMEA3665165,-0.06473951648321945,-0.0934464569599763,True
PRJEB6337,SAMEA2581990,-0.018683693495780137,-0.26673059528459736,True
PRJNA328899,SAMN05414963,-0.15762780605184956,-0.21922318118177778,True
PRJNA319574,SAMN06110369,0.22086439817457673,-0.00044661192854835216,True
PRJNA319574,SAMN06110226,0.16930531486174863,0.009724495032344054,True
PRJNA319574,SAMN06110307,0.24254152849027086,-0.13350242877667845,True
PRJNA319574,SAMN06110091,0.20473365047720996,-0.14725380295821752,True
PRJEB11532,SAMEA3664985,0.07763080045279092,-0.33615385789170027,True
PRJNA48479,SAMN00065013,0.11202826990474378,-0.2731432716576353,True
PRJEB11532,SAMEA3646745,-0.00487269995473399,0.025803282440650322,True
PRJNA319574,SAMN06110401,0.28299437561316115,-0.053786651367950376,True
PRJNA373879,SAMN07534530,-0.016659985053486513,0.11867529884104355,True
N8,SAMEA4817940,0.15018881634557127,-0.13392352140672695,True
PRJEB11532,SAMEA3664663,-0.03932047296761533,0.07436839728309834,True
PRJEB11532,SAMEA3665129,0.08545174262192826,-0.1085194556881715,True
PRJEB1220,SAMEA2042623,-0.10707926438115335,0.2246387474483874,False
PRJEB11532,SAMEA3664786,0.15200088130095396,-0.14147606231178522,True
PRJNA48479,SAMN00069173,0.06537788169289763,-0.09011122704723995,True
PRJEB11532,SAMEA3665234,-0.0023956454266511767,-0.1353265940064165,True
PRJEB1786,SAMEA1906427,0.24490127017635366,-0.11005285147040814,True
PRJEB1786,SAMEA1906539,0.20573868669638756,-0.01219009367779537,True
PRJEB11532,SAMEA3665081,-0.00564856227907876,-0.2293057890678072,True
PRJEB11532,SAMEA3664894,0.1544317802565595,-0.11089734984194094,True
PRJNA319574,SAMN06110183,0.22460721716546897,0.11253650251234706,True
PRJEB11532,SAMEA3664579,0.23573017411450065,-0.054635705396291236,True
N1,SAMN07449015,0.25107261619955007,-0.35225505551343494,True
PRJEB11532,SAMEA3665158,0.08083127854540625,0.05326815845119629,True
PRJEB12123,SAMEA3708558,-0.10958094694421455,0.0019621289791733713,True
PRJNA373879,SAMN06317770,0.3168792873214799,0.018848824696292864,True
PRJEB11532,SAMEA3664814,0.25593948283648355,-0.13457421385951565,True
PRJEB12123,SAMEA3708587,-0.055242418088483694,0.013593151338318756,True
PRJNA319574,SAMN06110072,0.35898110160634944,0.034571905115001376,True
PRJNA48479,SAMN00037178,-0.029751308119509687,-0.4156162421645788,True
PRJEB11532,SAMEA3664848,0.14785981537937223,0.0044911750529250385,True
N1,SAMN07448980,0.6411858109627511,-0.2512352163420963,True
PRJNA328899,SAMN05414912,0.1877239748185455,-0.23454174153481708,True
PRJNA319574,SAMN06110201,0.2904878581675224,-0.002841211020558254,True
PRJNA48479,SAMN00076268,0.006554773993114542,-0.3874480156019792,True
PRJNA319574,SAMN06110089,0.24205160198332532,-0.05378414332517598,True
PRJEB11532,SAMEA3665087,-0.18227667070741543,-0.24717359800695918,True
PRJEB11532,SAMEA3664949,0.1264241290098624,-0.03994049677898857,True
PRJEB11532,SAMEA3665048,0.16616630469560684,-0.16191285496387997,True
PRJEB11532,SAMEA3665136,0.1352804237429975,-0.19783673941168428,True
N8,SAMEA4817959,0.20432595072209767,0.05650570612526359,False
PRJNA48479,SAMN00142398,0.30215268612746526,-0.25857435897595804,True
PRJEB11532,SAMEA3664494,0.17784634473247946,-0.08848788424346525,True
PRJNA48479,SAMN00034857,0.08217911058656596,-0.413784700580714,True
PRJEB13870,SAMEA3951623,-0.020599071021991024,-0.4884018489760175,True
PRJEB11532,SAMEA3664998,0.09242294701699608,-0.2392898930903253,True
PRJEB11532,SAMEA3664905,-0.2620412496087641,0.14573043351932044,True
PRJNA319574,SAMN06110216,0.23641396052837318,0.09358155762883304,True
PRJEB11532,SAMEA3665138,0.18259903484930878,-0.27433844268805957,True
PRJEB11532,SAMEA3664767,0.1926096373893028,-0.13051535476819245,True
PRJEB11532,SAMEA3665147,0.05128429803490909,-0.30231358266552305,True
PRJEB11532,SAMEA3665016,0.07615024073132504,-0.11704898973185546,True
PRJEB12123,SAMEA3708462,-0.263077317127528,0.18441670634022572,False
PRJEB4336,SAMEA2158039,0.13172001934481575,-0.09166078782978848,True
PRJNA319574,SAMN06110439,0.23516436373221264,-0.11433856930901617,True
PRJNA305507,SAMN04329821,0.22396803556715375,-0.2958442335477984,True
PRJNA319574,SAMN06110106,0.23012157391685698,-0.09615260616579664,True
PRJEB11532,SAMEA3664719,0.17957107979538542,-0.010755684578767855,True
PRJNA299502,SAMN04209221,0.10846859351285924,0.1736542058263607,False
PRJNA422434,SAMN00715195,0.07499021307614401,-0.2941907191016221,True
PRJNA319574,SAMN06110165,0.18332258935991766,0.003470063490571447,True
PRJEB6070,SAMEA2466906,0.12234642376674013,-0.16992698718365953,False
PRJNA278393,SAMN03418283,-0.10235600706570971,-0.24095876898851795,True
PRJNA373879,SAMN07534216,0.2952710445233651,0.04286702817083478,True
PRJEB11532,SAMEA3664791,-0.014583611657832288,0.050105884374414454,True
PRJEB11532,SAMEA3664541,0.14619923996848255,0.04808980841844472,True
PRJNA48479,SAMN00088016,0.03425183010432088,-0.37356291191557744,True
PRJEB11532,SAMEA3664616,0.15570986991978347,-0.05778281909903426,True
PRJEB11532,SAMEA3646725,0.10974789553618265,-0.2414043339132687,True
PRJNA48479,SAMN00045843,0.03483664014794136,-0.3571250442140775,True
PRJEB11532,SAMEA3665263,0.13528071207572784,-0.26522222209937274,True
N4,SRR5275403,-0.21897358452030036,-0.3509908791480123,False
PRJNA319574,SAMN06110172,0.2732556294612521,-0.017249695117423754,True
PRJEB11532,SAMEA3665096,-0.06903371284051389,-0.20373942629836017,True
PRJNA268964,SAMN03283260,0.21559703920440168,-0.014010259035657606,True
PRJNA319574,SAMN06110342,0.2479448962955823,0.026199387593817118,True
PRJNA319574,SAMN06110007,0.2809363627677799,-0.15382325659039903,True
PRJEB11532,SAMEA3664614,0.26820238118084494,0.23415097070987895,True
PRJEB11532,SAMEA3664532,0.08660333447007494,0.048091056070513664,True
PRJNA319574,SAMN06110230,0.26028843480699887,0.024250356551642864,True
PRJEB11532,SAMEA3664845,0.03267958305555277,-0.118412094474224,True
PRJEB11532,SAMEA3664815,0.0024442974040255277,0.05416747591288424,True
PRJEB11532,SAMEA3664911,0.16175645863015056,0.03942394678701449,True
PRJNA319574,SAMN06110050,0.16940162654203772,0.30284522214145754,True
PRJNA328899,SAMN05414952,0.10142161662652666,-0.3195246897962692,True
PRJEB8094,SAMEA3182060,-0.007307895480277631,-0.3428945981494787,True
PRJNA319574,SAMN06110445,0.12949940680288177,0.12833483893854347,True
PRJEB11532,SAMEA3664797,0.1469512916492614,-0.10223247325369407,True
PRJNA319574,SAMN06110425,0.15676512486905256,-0.017950526509543284,True
PRJNA319574,SAMN06110196,0.2666348108965767,0.024279887289930007,True
PRJNA48479,SAMN00087096,-0.1251380397158116,0.07287340705737559,True
PRJNA48479,SAMN00032571,0.0661225054326458,-0.22327097099369592,True
PRJEB11532,SAMEA3664888,0.12459044055384808,0.0032191903935279006,True
PRJEB11532,SAMEA3664552,0.08854829801271627,-0.2921757331878859,True
N5,SRR5279249,0.032961627860702086,-0.1660504741228214,False
PRJEB11532,SAMEA3664686,0.08805711056237395,0.17001648913750433,True
PRJNA278393,SAMN03418258,0.5579419641944489,-0.11391687958082221,True
PRJNA373879,SAMN07534201,-0.10692428164277774,-0.1399285869461902,True
PRJNA328899,SAMN05414894,0.04613517632044763,-0.3093717456314674,True
PRJEB11532,SAMEA3664623,0.055811033026717374,-0.05375675611413471,True
PRJEB11532,SAMEA3665244,-0.11645541633889164,-0.4074421800427553,True
PRJEB11532,SAMEA3665162,0.24533650205602223,-0.020269056619929532,True
PRJEB6997,SAMEA2737800,-0.26105681789372187,0.11275759551781624,True
PRJNA319574,SAMN06110108,0.2881137871272232,-0.28287921130209787,True
PRJEB11532,SAMEA3664588,0.06390704623216845,0.2731301330774374,True
PRJNA48479,SAMN00038207,0.050438749502326366,-0.3833820915057794,True
PRJEB11532,SAMEA3665195,0.17426280331120647,-0.2664445864859094,True
PRJEB11532,SAMEA3664593,0.24694311848801154,-0.08963254846803156,True
PRJEB11532,SAMEA3665202,0.05296046444477362,-0.1439105085920926,True
PRJEB12123,SAMEA3708597,-0.19645598269976497,0.19437708794141556,True
PRJNA328899,SAMN05414974,0.13131362511709807,-0.1588508971917705,True
PRJEB12123,SAMEA3708480,-0.041878243432945245,-0.04870025580779096,False
PRJNA48479,SAMN00034187,0.0035522873088841135,-0.3118080327087172,True
PRJNA319574,SAMN06110426,0.33579692713759063,-0.0667605856084339,True
PRJEB4336,SAMEA2152373,0.11987399193988142,-0.047245761492964305,True
PRJEB11532,SAMEA3664692,-0.10622491386474088,0.09071482521368462,True
PRJEB6456,SAMEA2580236,-0.03073916584883074,0.16975382862066268,True
PRJEB11532,SAMEA3665192,0.23044666919430756,-0.29325099569007945,True
PRJEB1220,SAMEA1972229,-0.025611887773551358,0.024150613544016132,True
PRJNA328899,SAMN05414935,0.5355778323481878,-0.0177568075346456,True
PRJEB11532,SAMEA3665074,0.06670667143768798,-0.20384848495780866,True
PRJEB11532,SAMEA3665130,0.04053775038159875,-0.18958758404852993,True
PRJEB11532,SAMEA3665252,0.14500177250687785,-0.18360298640486622,True
PRJNA319574,SAMN06110357,0.15447996205909398,-0.09639101196867747,True
PRJEB11532,SAMEA3664727,0.2720027073979848,-0.18084557658389167,True
PRJNA319574,SAMN06110188,0.16826749478675992,-0.07769392460609416,True
PRJNA268964,SAMN03283241,0.692816317813483,-0.09109999824287152,False
PRJEB11532,SAMEA3664955,0.14031892174672933,-0.27432676143819035,True
PRJNA319574,SAMN06110039,0.09323280802581993,0.2556568036430955,True
PRJNA48479,SAMN00069905,0.16100273964637635,-0.40113761638341305,True
PRJEB11532,SAMEA3664625,0.1245152970961994,0.18831685142635213,True
PRJEB11532,SAMEA3665082,0.1357601049106236,-0.14892982712831296,True
PRJEB1786,SAMEA1906424,0.19295367376541694,-0.08172365433861443,False
PRJEB4336,SAMEA2152938,0.3715853538559003,-0.1902198778812117,False
PRJEB11532,SAMEA3664571,0.2819877294108961,-0.1819786388508528,True
PRJDB3601,SAMD00036393,0.17680290341912938,0.251509223446795,True
PRJNA328899,SAMN05414953,0.31322102691960846,-0.051709522816499244,True
PRJEB11532,SAMEA3665180,0.09607472100150151,-0.15459846992459236,True
PRJEB11532,SAMEA3646691,0.1114087390343287,-0.23284506528926177,True
PRJNA319574,SAMN06110163,0.21776696239786006,0.0666009333439231,True
PRJNA48479,SAMN00146983,-0.1205593468204567,-0.4303718735182576,True
PRJEB11532,SAMEA3646707,0.15695076935460772,-0.30319157180733697,True
PRJEB11532,SAMEA3665249,0.09496721917652323,-0.18800988940942323,True
PRJNA319574,SAMN06110166,0.20443214859468445,0.046850268015833224,True
PRJEB11532,SAMEA3664849,0.15438155653958852,-0.16351783974092282,True
PRJEB11532,SAMEA3665060,-0.045396455908939065,-0.12865655985405028,True
PRJNA48479,SAMN00036587,-0.19397595120968347,-0.4432814729287801,True
PRJEB12947,SAMEA3888896,0.15936434150609596,-0.17822806118473467,False
PRJEB11532,SAMEA3646750,0.16840813054915904,-0.16952053330074254,True
PRJEB11532,SAMEA3665278,0.09951638801840555,-0.13780527045268717,True
PRJNA48479,SAMN00045350,0.20553936078151194,-0.028725520176089963,True
N1,SAMN07449002,-0.04085658493122272,-0.6669858313717436,True
PRJNA305507,SAMN04329770,0.13763907956797797,-0.11344962483295735,True
PRJNA48479,SAMN00072036,-0.1745252674632841,-0.3602821090238196,True
PRJNA373879,SAMN07534977,0.29265118506185356,0.03600992811295327,True
PRJEB11532,SAMEA3665004,0.21917829551519125,-0.2132060796329039,True
PRJNA48479,SAMN00039039,0.0778267660702904,-0.21005539499300283,True
PRJNA319574,SAMN06110209,0.1306649525446403,-0.0070460292448100495,True
PRJNA319574,SAMN06110085,0.2077144359479651,-0.09771595209047604,True
PRJNA319574,SAMN06110353,0.27273942893966896,-0.18631359622973387,True
PRJNA319574,SAMN06110464,-0.17098607222238707,-0.3417577192339278,True
PRJEB6997,SAMEA2737789,-0.34335778621676033,0.09372065765910358,True
PRJEB6456,SAMEA2579946,0.20130673850553252,0.14458871960211808,True
PRJEB11532,SAMEA3646680,0.11967543246289894,0.4884799920419026,True
PRJEB11532,SAMEA3664708,0.1216890013168601,-0.0623418095838233,True
PRJNA319574,SAMN06110428,0.17418405777330775,-0.07692466977499697,True
PRJNA328899,SAMN05414976,0.26161466254290633,-0.10256030565029899,True
PRJEB6070,SAMEA2466919,0.060918538087129326,-0.19342789871466826,False
PRJEB12123,SAMEA3708627,-0.0776720877582743,-0.023544568710848132,True
PRJNA328899,SAMN05414956,0.0908441358102618,-0.3726477286391208,True
PRJEB11532,SAMEA3664628,0.062101969944642336,0.062486525433208054,True
PRJEB11532,SAMEA3646676,0.10613037873441329,-0.13950231945538685,True
PRJEB1220,SAMEA2042362,0.21111221285324674,-0.1932301912038533,True
PRJEB1786,SAMEA1906495,0.2008864217480628,0.01861400687042883,False
PRJEB1220,SAMEA2042990,0.07448853925196144,0.021880211099965467,False
PRJEB11532,SAMEA3665140,0.05671922208667685,-0.31774178671091863,True
PRJEB11532,SAMEA3665224,0.39600114930325264,-0.09180857700326962,True
PRJEB11532,SAMEA3665083,0.32351062187362406,0.286512233623452,True
PRJEB11532,SAMEA3646709,0.09218175678646202,-0.25912927965919824,True
PRJNA319574,SAMN06110354,0.22811428033057912,-0.04175764536237463,True
PRJNA319574,SAMN06110259,0.16001082452895862,-0.11210313098916798,True
PRJEB11532,SAMEA3646693,0.34499169665379864,-0.04835861500532648,True
PRJNA319574,SAMN06110043,0.20456971507906055,0.08935292945393675,True
PRJEB11532,SAMEA3665079,0.002389247291703755,-0.28480790638751463,True
PRJNA319574,SAMN06110339,0.36109127774365246,0.042361820229644416,True
PRJEB11532,SAMEA3664604,0.241667986215398,-0.07661190608953983,True
PRJNA319574,SAMN06110442,0.22183924857456438,0.023581929128934188,True
PRJEB6070,SAMEA2467045,0.1615123449344831,0.17894733517907985,False
PRJEB11532,SAMEA3646681,0.10788980318031462,-0.1648195668300028,True
PRJEB11532,SAMEA3665184,0.19887203511785187,-0.24896894024455235,True
PRJEB11532,SAMEA3665075,0.15748534224421595,-0.20758749929703776,True
PRJEB11532,SAMEA3665099,0.19100023320752618,-0.2351147041760782,True
PRJEB11532,SAMEA3665159,0.289547966348978,-0.2642683168391091,True
PRJEB11532,SAMEA3664880,0.00904159033854949,-0.17162135500076778,True
N1,SAMN07449043,0.5664050121812513,0.33188096471154327,True
PRJNA319574,SAMN06110179,0.15667350554907625,0.20530460323667427,True
PRJEB11532,SAMEA3664548,0.05772490583770032,-0.0077960984009602646,True
PRJEB11532,SAMEA3664756,0.030765185609027117,-0.041431006833281235,True
PRJEB11532,SAMEA3665023,0.036535638954102084,-0.13331684157064844,True
PRJNA319574,SAMN06110078,0.21549946686783897,0.04395206449635153,True
PRJEB11532,SAMEA3664912,0.18067665422229828,-0.1319871197553669,True
PRJEB11532,SAMEA3664883,0.19966147361447487,-0.11890396501061912,True
PRJNA385949,SAMN07199982,0.3338616363293278,-0.18339081852796793,True
PRJEB6456,SAMEA2580110,0.06983701703308791,-0.04606027515860346,True
PRJEB6456,SAMEA2580106,0.18740274487930103,-0.013639740486210104,True
PRJEB11532,SAMEA3664558,0.10876567829980704,0.06565833903301943,True
PRJEB6456,SAMEA2580276,0.09764147024891481,-0.03395520618174895,True
PRJEB11532,SAMEA3664693,0.16963177299743767,0.08860017186706057,True
PRJEB11532,SAMEA3646716,0.2019321421475015,-0.1611586189883181,True
PRJNA319574,SAMN06110063,0.16533809062800145,-0.05545207195175192,True
PRJNA319574,SAMN06110302,0.24540218598982197,-0.15711077990707348,True
PRJEB12449,SAMEA3879561,0.2617499686322233,0.09379941849164788,True
PRJEB6337,SAMEA2581938,0.012152573341665035,-0.04356091829910341,True
PRJNA319574,SAMN06110137,0.14210233462246435,-0.037314108363287725,True
PRJEB21528,SAMEA104142160,-0.0012301309769406168,-0.2520038754028352,False
PRJNA319574,SAMN06110273,0.21336222412245434,-0.030202346862318413,True
PRJEB11532,SAMEA3664972,0.19360526881554777,-0.342617671045027,True
PRJNA48479,SAMN00065748,0.20201421559879562,-0.5512026666998222,True
PRJEB11532,SAMEA3664613,0.23738046400050364,0.12420312112966918,True
PRJEB4336,SAMEA2155902,0.22567599536675,-0.00997420036732735,True
PRJEB11532,SAMEA3664919,0.06974950920165404,-0.1380735705804418,True
PRJEB11532,SAMEA3665275,0.11075645828667657,-0.23792607657133957,True
PRJNA319574,SAMN06110077,0.208289344773259,-0.0902583475525051,True
PRJNA319574,SAMN06110246,0.24474085145707622,-0.15362655009147363,True
PRJEB11532,SAMEA3664705,0.04145027557338373,-0.0034222899158247175,True
PRJEB11532,SAMEA3664844,0.2647822691053528,0.059293006412642006,True
PRJEB12123,SAMEA3708588,-0.19184512214745272,0.09719782007319452,True
PRJEB1786,SAMEA1906428,0.2838651710453769,-0.035327111854423277,False
PRJEB11532,SAMEA3664804,0.24908453543715434,-0.22139164748924126,True
PRJNA422434,SAMN00715187,-0.031054078522091907,-0.21380757109432202,False
PRJEB11532,SAMEA3665115,0.07479253000983574,-0.1758749498954416,True
PRJEB11532,SAMEA3664531,0.31804894633642117,-0.08367050224250075,True
PRJEB11532,SAMEA3664762,0.35623330293724037,0.09996319729532255,True
PRJNA319574,SAMN06110235,0.33103282030362535,-0.09935918660080308,True
PRJNA319574,SAMN06110404,0.27093325805668017,-0.0037582145115720115,True
PRJEB11532,SAMEA3664997,-0.015524051265807514,-0.1396831286814935,True
PRJEB11532,SAMEA3664722,0.1413630229902577,0.12146417813768426,True
PRJEB11532,SAMEA3664937,0.11136101684841579,0.1541816510351494,True
PRJEB11532,SAMEA3664954,-0.013919338912425786,0.13454463100540875,True
N1,SAMN07449048,-0.16710097032528598,0.6579088894026092,True
PRJNA319574,SAMN06110290,0.3214392178712194,-0.14330050463966518,True
PRJEB11532,SAMEA3664757,0.12863957645923207,0.11570964146553242,True
N4,SRR5275445,0.09878819000188808,0.008516799821183347,False
PRJNA319574,SAMN06110125,0.2390318081947816,-0.039055780487399515,True
PRJEB12123,SAMEA3708611,-0.0027431234484671806,-0.2580826945150593,True
PRJNA319574,SAMN06110430,0.27746587547727974,-0.09050888016154461,True
PRJNA48479,SAMN00069411,-0.29445302498256776,-0.2726921489937531,True
PRJNA319574,SAMN06110012,0.18232968819864864,0.031716979632172376,True
PRJNA319574,SAMN06110335,0.169306741385925,-0.14599358344625904,True
PRJNA48479,SAMN00034316,0.04155103028262824,-0.4243242216859013,True
PRJNA48479,SAMN00032966,0.18671546925954796,-0.1870483554010939,True
PRJEB11532,SAMEA3646748,0.00931641605169421,-0.07138566153664741,True
PRJEB1220,SAMEA2042606,0.3042094632613384,-0.08320947515159922,False
PRJNA319574,SAMN06110303,0.21403388367212153,-0.07279293342728085,True
PRJNA319574,SAMN06110030,0.29366265902322825,0.09906126631145688,True
PRJEB11532,SAMEA3665132,0.32919927720868486,-0.25662055180643706,True
PRJNA48479,SAMN00037971,-0.22374681097551735,-0.4308000603290004,True
PRJNA305507,SAMN04329826,0.2938094488985123,-0.11811562340750467,True
PRJNA319574,SAMN06110099,0.16483199178698238,-0.04898016169315653,True
PRJEB11532,SAMEA3646729,-0.26721629207583913,-0.12923649800133302,True
PRJEB11532,SAMEA3664587,0.2491379075912268,0.011767578238125222,True
PRJEB11532,SAMEA3664676,0.1518458138843288,-0.17869726775536213,True
PRJEB11532,SAMEA3665085,0.06396891600565074,-0.23356775113013664,True
PRJEB11532,SAMEA3664931,0.12290223859186737,-0.14849037258166586,True
PRJNA373879,SAMN07534870,0.12194996983208657,0.17600304034486028,True
PRJNA319574,SAMN06110385,0.29503511608723215,0.02660916585079796,True
PRJNA328899,SAMN05414903,0.44404987032342896,0.07514414338195802,True
PRJEB11532,SAMEA3646696,0.09761752043086211,-0.32776230068930207,True
PRJEB11532,SAMEA3664732,-0.012832974135112057,0.08383377665744912,True
PRJEB11532,SAMEA3665280,0.06796100423974674,-0.19947395512966187,True
PRJEB12449,SAMEA3879576,0.03157728729471656,-0.08523095800915072,True
PRJEB11532,SAMEA3665272,0.037097340614493414,-0.1933784929712723,True
PRJEB19090,SAMEA53400418,-0.0673932964392383,-0.3801425989982732,True
PRJEB6456,SAMEA2579954,0.11007343310047979,0.08915608835628186,True
PRJNA328899,SAMN05414897,0.3061742462290718,0.36383924194675377,True
PRJEB11532,SAMEA3665282,0.20759107572475607,-0.09345010749463706,True
N4,SRR5275428,-0.3061437905705073,0.4412306002116317,False
PRJEB1220,SAMEA2042730,0.26277555138879194,-0.12140847849257176,False
PRJEB11532,SAMEA3664682,0.18548585466237963,-0.04612022364288173,True
PRJNA319574,SAMN06110359,0.21980160962707218,-0.14204538848595136,True
PRJNA319574,SAMN06110332,0.2414898268491617,0.11123868012296664,True
PRJEB11532,SAMEA3665059,0.15103858483319213,-0.21485432828039364,True
PRJEB11532,SAMEA3665040,0.11218007522402308,-0.20629482478269265,True
PRJEB11532,SAMEA3664729,-0.25915810861971317,0.14717912612029968,True
PRJEB11532,SAMEA3664627,0.08568968008963514,0.05670781615437432,True
PRJEB11532,SAMEA3665084,0.1374076565226976,-0.23564714817787413,True
PRJEB6997,SAMEA2737832,0.06515766447609363,-0.010693488034978535,True
PRJNA422434,SAMN00715168,-0.01848101602050135,-0.17597447393998483,True
H1,SAMEA103958141,0.2852099997394372,-0.25151773722675014,True
PRJNA328899,SAMN05414908,0.2596014209769977,-0.31977922633961686,True
PRJEB11532,SAMEA3665118,0.049483116211039846,-0.22237066463355565,True
PRJEB11532,SAMEA3664755,0.14140202036766775,-0.0481439700603457,True
PRJEB11532,SAMEA3664504,-0.09090719673639086,0.1296071431942491,True
PRJEB6070,SAMEA2467031,0.33220777134847945,-0.12944235023587272,True
