Study Accession,Sample Accession or Sample ID,MDS1,MDS2,isHealthy
N5,SRR5279244,-0.02205104549000141,-0.06199872400731431,False
PRJEB15371,SAMEA4431976,-0.19492172585006384,-0.01475984603971637,True
PRJEB4336,SAMEA2151633,-0.26250235916042264,0.34788969741176107,False
PRJEB12123,SAMEA3708574,-0.13092754546749136,0.19611869476320934,True
PRJNA422434,SAMN00715207,0.2579382222297479,0.5227069446620474,False
PRJNA422434,SAMN00792062,-0.25485249527149684,-0.029946069717286587,False
PRJEB10878,SAMEA3541480,0.14468244653736984,0.20868269178860607,False
PRJEB21528,SAMEA104142150,-0.3606225989959383,0.08258251619731086,True
PRJEB1786,SAMEA1906576,0.08807505461105967,0.2178639646199593,True
PRJEB6997,SAMEA2737794,-0.1604844704725198,0.15131395881142487,False
PRJEB6997,SAMEA2737830,-0.014678209574961068,0.2308598532710691,True
PRJEB12449,SAMEA3879529,-0.0068446254842131175,-0.05669531488617211,False
N4,SRR5275480,-0.13511498089655372,-0.31795211984301847,False
N4,SRR5275426,0.07455293374644406,0.11429115703924485,False
PRJNA422434,SAMN00792032,-0.36052626104307695,-0.21854441825233134,False
L1,SAMEA2582186,-0.32640480315600584,-0.30560909475075976,False
PRJEB12449,SAMEA3879608,-0.2769148383462291,0.014179364847328214,False
PRJEB1220,SAMEA2042113,-0.4064228219366449,0.36941884937675046,False
PRJDB3601,SAMD00036400,-0.5212342572185352,0.20119965190733202,True
PRJEB12123,SAMEA3708505,0.01838301248785411,0.30967869078405685,False
PRJEB12449,SAMEA3879556,-0.16990341055634814,0.04834398469115994,False
PRJNA422434,SAMN00792094,-0.26938612678660967,-0.036286991848199286,False
PRJEB12123,SAMEA3708646,0.005261390026091025,0.22823553630315518,False
PRJEB12123,SAMEA3708685,-0.0216401525102518,0.08590448869348004,False
PRJEB7774,SAMEA3136725,-0.07969808880347504,0.1751020210395915,False
PRJEB6070,SAMEA2466973,-0.2421226794709613,-0.09918704930651688,False
PRJEB12123,SAMEA3708674,-0.09976574147114543,0.5317431724472717,False
PRJEB7774,SAMEA3136651,0.11893457657518783,0.23080734744750972,False
N7,SAMN08813942,0.3003264299578971,0.1661475703878072,False
PRJEB7774,SAMEA3136699,0.09636439638761596,0.14265632868169303,False
PRJNA268964,SAMN03283254,-0.15891182721371036,0.2731199018493523,True
PRJEB6070,SAMEA2466929,-0.4078473086183951,-0.34135519671728093,False
PRJEB6997,SAMEA2737722,-0.04513973821226323,0.015866986365152966,False
PRJEB15371,SAMEA4431945,-0.11730389823235983,0.18441590807168964,True
PRJEB1786,SAMEA1906548,0.09394726865130515,0.32682732410140053,False
N7,SAMN08813949,-0.06925324453319415,0.30834106705812453,False
PRJEB6337,SAMEA2581937,-0.21462215235891816,-0.019881119861640532,True
PRJDB3601,SAMD00036359,0.09924513423175223,0.4421669767103606,True
PRJEB21528,SAMEA104142367,-0.11841347424624579,-0.2168800514953211,False
PRJEB1220,SAMEA2042920,0.025912930263627572,0.5492080453620918,False
PRJEB15371,SAMEA4431942,-0.12703732154148775,-0.08452807653526058,True
N7,SAMN08813991,-0.13010501211334072,-0.16796674624078978,False
PRJNA422434,SAMN00792099,-0.24610958954299259,-0.22524795222041583,False
PRJNA305507,SAMN04329774,0.0444305754135907,0.1273002486544083,True
PRJNA422434,SAMN00791960,-0.23692188691474914,0.11547772837695745,True
PRJNA422434,SAMN00792058,-0.5324686290278148,-0.09187383779829457,False
PRJEB4336,SAMEA2151010,0.1327258284961653,0.2202033951395892,False
PRJEB7774,SAMEA3136696,0.38753322843650767,0.16171829417953185,False
PRJNA422434,SAMN00792041,-0.2598129943729623,0.0775865414227727,False
PRJEB4336,SAMEA2151383,0.029119537519105648,-0.21444367558183683,False
L1,SAMEA2582044,0.24992932628110634,0.4954959282382517,False
PRJEB21528,SAMEA104142217,-0.1978215347785996,0.025166820261493746,True
PRJEB1220,SAMEA2042617,-0.025560916026653297,0.44643337827035157,False
PRJEB1220,SAMEA2042628,-0.04254424451849788,-0.16092295962976283,False
PRJEB11532,SAMEA3664926,-0.04085052093176635,0.2049581789744408,True
PRJEB12123,SAMEA3708708,-0.12067791075434277,0.017272764168731216,True
N4,SRR5275470,-0.38084763038794794,-0.16596386318939238,False
PRJNA48479,SAMN00141816,-0.13993149967320567,-0.35594865147639754,True
PRJEB6337,SAMEA2581973,-0.27919289079738474,-0.019506719574639175,True
PRJEB6070,SAMEA2467041,-0.12579986548294605,-0.01183332940628378,True
PRJNA268964,SAMN03283259,-0.4090153732039615,0.2933262173003089,False
PRJEB7774,SAMEA3136682,-0.03827316125392627,0.36259192301680415,False
PRJNA422434,SAMN00715214,-0.14683514479158163,0.031092186614078834,False
PRJEB1220,SAMEA2042519,-0.08641974300150304,0.09402224124079134,False
PRJEB6337,SAMEA2581877,-0.11819101439689157,-0.01895681989770948,True
PRJEB12123,SAMEA3708477,-0.07089888253704167,0.0371519120201457,False
PRJNA48479,SAMN00100025,0.40162405287082337,0.10600100495827887,True
PRJEB6337,SAMEA2581875,-0.2034581669654505,-0.0056886467177830425,True
N5,SRR5279280,-0.30265623521192564,0.04344672495933857,False
PRJEB7774,SAMEA3136712,-0.14889021597835225,0.5543724661680348,False
PRJEB12449,SAMEA3879500,-0.1084388322323532,0.009960326852831446,True
PRJEB12123,SAMEA3708553,-0.29341632398898243,0.2805898549972538,True
PRJEB21528,SAMEA104142072,-0.33557767630876434,0.07035740342769926,False
PRJEB6070,SAMEA2467013,-0.04175260113093903,0.17974253766720363,False
PRJEB7774,SAMEA3178942,-0.29465665326458595,0.09389123946682215,False
PRJEB6337,SAMEA2581979,-0.10761328109610618,-0.17481097674165313,True
PRJEB12123,SAMEA3708489,-0.1072391084388992,0.001869948065369327,False
PRJEB12449,SAMEA3879575,-0.35684646612349985,-0.074537638189432,False
PRJNA422434,SAMN00792086,-0.3381470241038699,-0.03712779210996402,False
PRJEB6070,SAMEA2466913,-0.0315407910944497,0.2347303262613862,True
PRJNA422434,SAMN00791924,-0.20049057285584773,-0.08634582632503338,False
PRJEB21528,SAMEA104142370,-0.20049057285585484,-0.08634582632491983,False
N7,SAMN08814006,0.1158389954477599,-0.28848904259145625,False
PRJEB6997,SAMEA2737787,-0.17705627360474993,0.12187251847809714,False
PRJEB21528,SAMEA104142215,-0.3501532325237914,0.21223489248292984,True
PRJEB15371,SAMEA4431931,-0.33762771924921914,-0.10281197395039446,False
PRJNA422434,SAMN00792114,-0.13579248290113144,-0.0952294502062355,False
N5,SRR5279292,-0.06142770266072041,0.19655589628384643,False
L1,SAMEA2582051,0.23728891126754142,0.4233159063758503,False
PRJNA422434,SAMN00792023,-0.05074669465654726,-0.08308750064495134,False
V1,RHB_RAM_0061,-0.01701250556924417,0.3757221638141646,False
PRJEB4336,SAMEA2157977,-0.07628705405694229,-0.12391180166654125,False
N5,SRR5279263,-0.14221575872032077,-0.06300899034910504,False
L1,SAMEA2582029,-0.5712497749146636,-0.24157147512139163,False
N4,SRR5275454,-0.5456257974711796,0.5290559417388988,False
PRJEB6070,SAMEA2467073,0.10298185209414827,0.13550142144916272,False
PRJNA422434,SAMN00792040,-0.15000481085211223,-0.22195152351296335,False
PRJNA422434,SAMN00792083,-0.4022036629616681,0.3551790519027428,False
PRJEB6337,SAMEA2582006,0.32866179672161905,-0.024097047583120586,True
N5,SRR5279236,-0.4134984235070506,-0.027561993765081602,False
PRJEB6070,SAMEA2466999,0.022215288991661336,0.40275481407299757,False
N4,SRR5275447,-0.26586023193626984,0.08123200307135944,False
PRJEB11532,SAMEA3664758,-0.05876036002251087,0.2036668435208019,True
PRJEB6456,SAMEA2580112,-0.1302243921941128,0.18152140919409523,True
PRJNA268964,SAMN03283266,0.0022779939968069975,0.27816935215131283,True
PRJEB1220,SAMEA2042834,0.25445682567488526,-0.18676545666327243,False
PRJEB21528,SAMEA104142202,-0.3999874857694393,-0.08618364760262827,False
PRJEB6456,SAMEA2580260,0.10285164114183594,0.23637988637252466,True
PRJEB12123,SAMEA3708465,-0.42442246496907626,0.005509312967473345,False
PRJEB6997,SAMEA2737699,0.035182174466383956,0.09254529611370339,False
PRJNA422434,SAMN00715193,-0.02806800542981685,-0.3250580345561478,False
PRJEB6997,SAMEA2737733,-0.0793787794130608,0.08671993399742467,False
PRJEB1220,SAMEA2042841,0.15835140939477899,0.17392530048636948,False
PRJEB21528,SAMEA104142075,-0.024661821779393748,-0.0301159357862722,False
PRJEB1786,SAMEA1906578,-0.01820107632594919,-0.011447635242651095,False
PRJEB13870,SAMEA3951615,-0.2046606795976757,-0.32948035642498136,True
PRJNA422434,SAMN00715238,-0.4288896570551295,-0.09237241854017166,False
PRJEB6997,SAMEA2737735,-0.17313748844869523,-0.07288076154405218,False
PRJEB4336,SAMEA2160902,0.20910196728714003,0.0034144884160801424,False
PRJNA422434,SAMN00715180,-0.1968413667344165,-0.33909403826012746,False
PRJNA422434,SAMN00792077,-0.23598796448122444,-0.13912838930540194,False
PRJNA422434,SAMN00792071,-0.08118838296652421,-0.1712599743046256,False
V1,RHB_RAM_0048,-0.28667826798714224,0.3417065406900034,False
C1,SRR3582151,-0.5680504145207199,0.017354160370213527,False
PRJEB1786,SAMEA1906466,0.12157437993843939,0.05218729226872159,False
N4,SRR5275471,-0.1710134934451812,-0.20350563624507925,False
PRJEB11532,SAMEA3665178,-0.3587881740593299,-0.21251778351897696,True
PRJNA389280,SAMN07424485,-0.2910094620278434,0.5254077869520679,False
N4,SRR5275469,0.34025700555006144,-0.3303596177492788,False
PRJEB7774,SAMEA3136649,0.008032940121110211,0.6676250050424568,False
PRJNA422434,SAMN00792091,-0.36200041242424763,0.06978740887799467,False
PRJEB7774,SAMEA3136634,0.3164681297067738,0.15114878721473432,False
PRJEB12123,SAMEA3708621,-0.18986159830963062,0.01047109746251542,True
PRJEB7774,SAMEA3136695,0.16166025611780713,0.21973511061605017,False
PRJEB15371,SAMEA4431982,-0.19029763711882602,0.19113230565513123,False
PRJEB1786,SAMEA1906421,0.24993335442786696,-0.38317413967882147,False
PRJEB6997,SAMEA2737861,-0.3568341493431994,0.03854594038586272,True
N7,SAMN08814012,0.31718975899119384,0.20316722324087821,False
PRJEB1220,SAMEA2042568,0.43519876345979314,-0.2620182714529667,False
PRJNA422434,SAMN00715194,-0.5904055730076483,0.03703195810575409,False
N7,SAMN08814021,-0.5605638393866649,-0.12222979845448863,False
PRJEB1220,SAMEA2042114,0.07268456792523734,0.056384551660500944,True
PRJDB3601,SAMD00036215,-0.33239232563987764,0.07754733023160568,True
PRJEB6070,SAMEA2466945,-0.2170295978716545,0.009025100433398702,False
L1,SAMEA2582118,-0.2846659671735567,-0.3042700284162859,False
PRJNA48479,SAMN00040615,0.19074380961422585,0.30877665959706163,True
PRJEB12123,SAMEA3708649,-0.18728992352880433,0.24420910089406747,False
PRJEB12123,SAMEA3708695,-0.12318245873455795,-0.19168915315530788,True
PRJEB7774,SAMEA3136683,0.2735706137186965,0.24914601521081828,False
PRJEB6337,SAMEA2581897,-0.18815644670305764,-0.16312304236906694,True
PRJNA422434,SAMN00715149,-0.07638683443454006,-0.012515650527380866,False
N4,SRR5275413,0.21221137308531782,0.14071173373794593,False
N4,SRR5275452,-0.22832375121683338,0.4435047642463691,False
PRJEB7774,SAMEA3136703,-0.008991210993695924,0.2778719719995238,False
PRJEB4336,SAMEA2160490,-0.07109279151885785,0.07539094125505857,False
L1,SAMEA2582139,-0.47847263580349664,0.053818520741904616,False
PRJEB6337,SAMEA2581953,-0.0050568352523823286,-0.08465331327748424,True
L1,SAMEA2582097,0.5469514512299619,0.239329047853341,False
PRJEB15371,SAMEA4431977,-0.191321373718021,0.09209388860812187,True
PRJEB12123,SAMEA3708711,-0.08375772615931007,-0.02999192451813395,True
PRJEB1220,SAMEA2042502,-0.22966563076947807,-0.3824433166754466,False
PRJNA422434,SAMN00792021,-0.2366331190955254,-0.11628377729895843,False
PRJEB12449,SAMEA3879593,-0.4804631402792062,0.1702787986920254,False
PRJEB21528,SAMEA104142244,-0.13657680524958943,0.06285379397409205,False
PRJEB1220,SAMEA2042515,0.4285736327771509,0.06858893621751569,False
PRJNA422434,SAMN00792079,-0.3651027231104366,-0.0900398495893396,False
PRJNA422434,SAMN00715245,0.2489899496214625,0.22723639983915467,True
L1,SAMEA2582117,-0.3361706478677531,0.4285073003427013,False
PRJEB21528,SAMEA104142351,-0.10326245589021434,-0.07099495102560933,False
PRJNA422434,SAMN00791930,-0.23378886078415403,-0.3065256056285222,False
PRJNA389280,SAMN07424399,-0.2900038356969195,-0.5575772496353884,False
PRJEB1220,SAMEA2042740,-0.24364666502051396,-0.41893534481923206,False
N4,SRR5275414,0.3469951354226436,0.19596478500516248,False
PRJNA422434,SAMN00792067,-0.22804965094582588,0.21850471412237235,False
PRJEB1786,SAMEA1906442,0.22087833237925192,0.10106531435280613,False
PRJNA422434,SAMN00715150,-0.63632511845544,-0.05042755354970611,False
PRJDB3601,SAMD00036349,-0.49445382429679047,0.35181991796665574,True
PRJEB6337,SAMEA2581959,-0.3625546232323587,-0.04976536087779356,True
PRJEB21528,SAMEA104142352,-0.534522943432829,0.07154136113737075,True
PRJEB4336,SAMEA1969417,-0.10341660885576114,-0.31410138732217635,False
PRJNA422434,SAMN00715188,-0.4295717791000114,-0.0555172064884729,False
PRJEB7774,SAMEA3136705,0.09423144476794698,0.23446943704264767,False
PRJEB6070,SAMEA2467040,-0.0762723488269204,0.23313533648530077,False
PRJEB1220,SAMEA2042913,0.10032278844807203,0.2220570552432289,False
PRJNA422434,SAMN00715239,-0.29570655426225745,0.3317936904524897,False
PRJEB7774,SAMEA3136717,0.030001252282954097,0.3449984398682487,False
PRJNA328899,SAMN05414899,-0.30031214617271773,-0.20847866076682145,True
L1,SAMEA2582114,-0.25668733895158335,-0.4860868838991906,False
PRJNA177201,SAMN01760940,0.09653742412966897,0.30957651735678465,False
PRJEB6337,SAMEA2581896,-0.08426486771030045,-0.06562187760777867,True
L1,SAMEA2582126,-0.4739707972878584,-0.08533307999349986,False
N5,SRR5279312,-0.3215232674365586,-0.14246355080500123,False
PRJEB1220,SAMEA2042516,-0.0022885657739041233,0.24181730058989775,True
PRJEB8094,SAMEA3182046,-0.10983535574152103,-0.29502569337959283,True
N5,SRR5279243,-0.01633690275828434,-0.07587689599745323,False
PRJNA422434,SAMN00792044,-0.266249039517762,0.051621454759715205,False
PRJNA422434,SAMN00791943,-0.10705678383559532,-0.062273297593575756,False
PRJNA299502,SAMN04209235,-0.18150423286171402,0.4085274544526188,False
PRJNA422434,SAMN00791921,-0.10914469725489076,-0.22660597235303875,False
PRJEB21528,SAMEA104142373,-0.10914470247464599,-0.2266059666268142,True
PRJEB6997,SAMEA2737769,0.03363567057585284,0.09744970667233528,False
PRJEB6456,SAMEA2580188,-0.04885815395180273,-0.0681344844968731,True
PRJEB6337,SAMEA2582007,-0.2945475976623399,0.016586411435692013,True
PRJEB21528,SAMEA104142177,-0.1839268412808325,0.11856847763658955,False
PRJNA299502,SAMN04209226,0.1588557198665817,0.1956872165361473,False
PRJNA268964,SAMN03283267,-0.06499702894899825,0.10183881733312651,False
N1,SAMN07449018,-0.82980714142255,-0.2678786351659718,True
PRJEB21528,SAMEA104142350,-0.37329201506005744,0.10454475145960362,False
PRJEB21528,SAMEA104142359,0.029664123479212618,-0.2336974428948158,False
PRJNA422434,SAMN00791935,0.02337461625798114,-0.2122438819796087,False
PRJNA389280,SAMN07424251,-0.13148152591913403,-0.1945537761729821,False
PRJEB12449,SAMEA3879602,-0.12350060760873867,0.08334828794813365,False
PRJEB6070,SAMEA2467076,0.10363796304114481,0.05599467644003107,False
PRJEB11532,SAMEA3664700,0.1298375018932288,0.3238242038775831,True
N4,SRR5275402,0.33821875821954867,0.10012407446129823,False
PRJNA48479,SAMN00045132,0.17471029169077568,0.31512598810563863,True
PRJEB1220,SAMEA2042995,-0.09939232592988391,-0.0038500590628939815,False
PRJEB6070,SAMEA2467018,0.06475697939042906,0.3469951920225884,True
PRJNA422434,SAMN00792118,-0.3183449707615019,0.1330914605175702,False
PRJEB1786,SAMEA1906432,0.1051707379534806,0.27788592995456424,True
PRJNA422434,SAMN00715190,-0.4413073435564356,-0.028602614237794578,False
PRJEB6070,SAMEA2467000,0.04071364207086366,-0.5977668204858252,False
N4,SRR5275451,0.0992991545923241,0.4554282880055058,False
PRJEB1220,SAMEA2042608,-0.25780408761689577,-0.08509803830012914,False
PRJEB4336,SAMEA1967319,0.051916846147538755,-0.07168806514773961,False
PRJEB1786,SAMEA1906575,-0.06830813540090386,0.30454916857027076,False
PRJEB11532,SAMEA3664885,-0.0035607065136418928,0.05311805763759627,True
PRJEB4336,SAMEA2155093,0.20553606579848316,-0.031380867813920646,False
PRJEB6070,SAMEA2466959,0.27435786422245334,-0.16317286061014355,False
V1,RHB_RAM_0024,-0.33291656298339545,0.1319972204483914,False
PRJEB6070,SAMEA2467056,-0.020096780664261425,0.016306331942138035,False
PRJNA389280,SAMN07424417,-0.01164870627095423,-0.5551074374274328,False
PRJEB8094,SAMEA3182063,0.1269793205623299,0.40000346349411303,True
PRJNA422434,SAMN00715234,-0.3903327905079755,-0.18951111442085009,False
N7,SAMN08813965,0.3085903346348722,-0.07850592017919583,False
PRJEB21528,SAMEA104142253,0.054933713535315745,0.5388220859337276,False
PRJEB11532,SAMEA3646721,0.1766301669869543,0.5182981075565035,True
N7,SAMN08814038,-0.2230682408685838,-0.1932423208053514,False
PRJNA389280,SAMN07424309,-0.615404093894597,-0.2024048375772057,False
N7,SAMD00115000,-0.21429438824564073,0.3645856436557646,False
PRJEB6997,SAMEA2737721,-0.19731859955246878,0.06361524465966457,False
PRJEB12123,SAMEA3708616,-0.35364401589722855,-0.004636112981976078,True
PRJEB12123,SAMEA3708618,-0.4550968973574776,0.06113043462473609,True
PRJEB1220,SAMEA2042282,-0.24361387855309735,-0.12760282524547883,False
PRJEB21528,SAMEA104142364,-0.24226686220871532,-0.321178492006053,True
PRJEB6997,SAMEA2737870,-0.07423475019538057,0.0010989763522497487,True
PRJEB1786,SAMEA1906505,0.14435497208033576,0.3706637343697637,False
N7,SAMN08813999,0.3095047368100137,0.29801414035179474,False
PRJEB21528,SAMEA104142134,-0.2675924493333,0.23106774120600415,True
PRJNA48479,SAMN00063420,-0.3218284574841732,-0.09796636887920857,True
PRJEB6456,SAMEA2580172,0.10969155775759307,0.0037850884531101386,True
N5,SRR5279264,0.09589739104708876,-0.5126538190619275,False
PRJEB12123,SAMEA3708566,-0.3442408656782673,0.09901640138639618,True
PRJEB7774,SAMEA3136667,0.14994414506862552,0.23854390642435322,False
PRJNA422434,SAMN00715173,-0.047531364463193615,-0.3543808095594152,True
PRJEB21528,SAMEA104142337,-0.4645008711895028,0.13418958583057003,True
PRJEB1220,SAMEA2042108,0.07660913645695493,0.5377106376469957,False
N4,SRR5275405,0.11768672442557936,0.3239340753880508,False
PRJEB6070,SAMEA2466921,0.05195628520625855,-0.0859411937755035,False
PRJNA319574,SAMN06110432,-0.2754564069419088,0.29040517191286475,True
N4,SRR5275478,-0.5272635720929184,-0.08101378256198474,False
PRJEB1690,SAMEA2017459,-0.06345540153308188,0.2292922126026207,True
N4,SRR5275394,-0.33761951047147337,-0.11952497843125372,False
N4,SRR5275435,-0.19856247958706674,-0.20235690927312677,False
PRJEB12449,SAMEA3879565,-0.16081641919422598,-0.16857908219044213,True
PRJEB1220,SAMEA2041935,0.06757434584499361,0.0723295247421979,True
PRJEB12123,SAMEA3708678,-0.15929755831148545,0.10007543237059499,False
PRJEB1786,SAMEA1906416,0.08596614741562315,0.25407903384953495,False
PRJNA268964,SAMN03283264,0.0633491804447315,0.2919515509407717,False
PRJNA305507,SAMN04329778,0.05618777207977351,0.0742807718346769,True
PRJEB12123,SAMEA3708519,-0.18470939267508146,-0.09690654842419893,False
N7,SAMN08813997,-0.5279229649902705,-0.5410205263607754,False
N4,SRR5275449,-0.6135818975231997,-0.1603109894485042,False
PRJEB11532,SAMEA3665014,-0.037781928328528336,-0.35690392152677475,True
PRJEB12449,SAMEA3879504,-0.014693129704469178,-0.17214179907472532,False
PRJEB6456,SAMEA2580248,-0.29560465377727974,0.09126686949217958,True
N7,SAMD00114805,-0.0989496128985572,-0.1567950366739444,False
L1,SAMEA2582112,-0.4929971640309807,-0.05109124355529799,False
PRJNA422434,SAMN00715252,-0.00833492429238061,-0.15775433071165035,True
PRJEB12123,SAMEA3708496,-0.23503901106566538,0.0469626388022668,False
PRJNA299502,SAMN04209224,-0.30564879249403215,0.009910494571565285,False
N7,SAMD00115013,-0.10429876648715636,0.10787471554560091,False
L1,SAMEA2582149,-0.47568507499566165,-0.4150304810658506,False
PRJNA422434,SAMN00791942,-0.5289269721475611,0.05634706375942905,False
C1,SRR3582175,0.06487709501389566,0.44298073811121513,False
PRJNA422434,SAMN00791950,-0.38531415271151154,0.4665822996421537,True
PRJEB6997,SAMEA2737712,-0.3201380075379459,0.03476230157105629,False
PRJEB12449,SAMEA3879564,-0.19025054352071083,0.04484201042850505,True
PRJNA299502,SAMN04209245,0.038504707169643985,0.2681683656083751,False
PRJEB12449,SAMEA3879587,-0.00483896478215237,0.22140737345017567,True
PRJEB21528,SAMEA104142174,-0.16403038912906648,0.06307246150966268,False
PRJEB6997,SAMEA2737747,-0.12247559799268286,0.004499344770263674,False
PRJNA48479,SAMN00142559,-0.24219362334176467,-0.30545913844015116,True
PRJEB12123,SAMEA3708470,0.2668011240512704,0.30376808124320576,False
N5,SRR5279232,-0.12616616955602425,-0.00020171152773089076,False
PRJEB6070,SAMEA2466956,-0.30549615504937094,-0.18205347351687778,False
PRJEB6997,SAMEA2737815,-0.048902670295290336,0.13995104829833488,True
PRJNA422434,SAMN00792052,-0.08525986441345684,0.3879129324882293,False
PRJEB21528,SAMEA104142362,-0.429697342884844,-0.09983151964400873,False
PRJEB4336,SAMEA2157917,-0.047488768859369555,-0.27062282069390364,True
PRJEB6337,SAMEA2581960,-0.1993092811375657,-0.16618321307464798,True
PRJEB21528,SAMEA104142148,-0.18777207730768175,0.0656916231226452,True
PRJNA278393,SAMN03418285,0.2652862632160375,-0.30224283176840655,True
PRJEB12123,SAMEA3708552,-0.26985331693561204,0.21766833444575376,True
N7,SAMN08814007,0.04980435581151972,-0.34229807503947096,False
N7,SAMD00114954,0.3230356421450736,0.1559085430158793,False
PRJEB1786,SAMEA1906568,-0.029426197577634528,0.05883578879453229,True
N5,SRR5279218,-0.5048562582048823,-0.04932930379459862,False
V1,RHB_RAM_0169,-0.017327980048937087,0.017725964535274658,False
PRJNA319574,SAMN06110058,0.2567021653699192,0.09753768042255616,True
PRJEB12123,SAMEA3708596,-0.1051261894860672,0.007574934084439064,True
PRJEB12123,SAMEA3708639,-0.2982721193835993,-0.04624337921993798,False
L1,SAMEA2582055,-0.49871571712604085,-0.35869889323815424,False
PRJEB6070,SAMEA2467050,0.2079231079959239,0.2106832522773598,False
PRJEB7774,SAMEA3136769,0.15131950153852175,0.41967648523923984,False
PRJNA48479,SAMN00035505,-0.39274421518685254,-0.13986942933950655,True
PRJNA48479,SAMN00087461,0.10035325833187247,-0.3372074029283999,True
PRJNA268964,SAMN03283252,0.16665930377326754,0.12740091155844785,True
PRJEB6997,SAMEA2737713,-0.3572427090356486,0.2204245595650699,False
PRJEB7774,SAMEA3136641,0.06089563001328472,0.25253332534535244,True
PRJEB21528,SAMEA104142146,-0.09626993808460188,0.2052225840974561,False
PRJEB7774,SAMEA3136704,0.13582910169669407,0.1672705889122321,False
L1,SAMEA2582169,0.3518047785630378,0.06446696799325978,False
PRJNA422434,SAMN00792035,-0.17234110897768598,0.09900599813374902,False
PRJEB6456,SAMEA2580204,-0.2256374588141061,0.2886853067849936,True
PRJEB6997,SAMEA2737686,-0.20421628089931454,0.2830277693095809,True
PRJEB11532,SAMEA3664979,-0.15314205596615504,-0.19432913270786326,True
PRJEB6070,SAMEA2466962,-0.06546394870852884,-0.23342997996502896,False
PRJEB12123,SAMEA3708697,-0.1398908066235414,0.10576922528872296,True
L1,SAMEA2582052,0.42617752802715214,0.34614179814753415,False
PRJNA422434,SAMN00715227,-0.5846761231967639,-0.10978099876661632,False
PRJNA48479,SAMN00146239,-0.4330177400010631,-0.36079931627369194,True
L1,SAMEA2582180,-0.3196065752215866,-0.20190866650093028,False
L1,SAMEA2582070,0.4010427519400377,0.4613382104107976,False
PRJEB1220,SAMEA2042488,0.30789579886610957,-0.360343415614955,False
V1,RHB_RAM_0182,-0.3411001989278585,-0.10891018619422882,False
PRJEB21528,SAMEA104142102,-0.24354753916404234,0.14936756174723914,True
PRJEB6070,SAMEA2467008,-0.025728630391487563,-0.30295222685510964,False
PRJNA319574,SAMN06110174,0.3106408082928912,-0.13689008150485346,True
PRJNA177201,SAMN01760946,0.010170444925344514,0.1371374702142785,False
PRJEB12123,SAMEA3708675,-0.17173162816132342,0.2602928876662301,False
PRJEB6997,SAMEA2737879,-0.14526615246863994,-0.10632043595383811,False
PRJEB6997,SAMEA2737760,-0.02225639594037957,0.04839150201693611,False
N8,SAMEA4817917,0.038111090578367715,-0.011417578805113408,False
PRJEB6997,SAMEA2737749,-0.09068847655188605,0.00784090567008078,False
PRJNA48479,SAMN00040819,-0.3654550689121247,0.10860490605643858,True
PRJEB1786,SAMEA1906465,0.18889770984872697,0.23087917879521364,False
PRJNA422434,SAMN00792069,-0.04116073884170715,-0.004179859669002704,False
PRJEB21528,SAMEA104142125,-0.1914292338470982,0.13761174028148704,True
N5,SRR5279219,-0.38145245726436156,-0.08216860006953797,False
PRJEB21528,SAMEA104142201,-0.2988984501373694,0.15999051640289572,False
PRJEB6070,SAMEA2466895,0.1142882516044439,0.249279466996871,False
PRJEB15371,SAMEA4431981,-0.14616426983116185,0.13671618589512813,True
PRJEB6337,SAMEA2581904,-0.296537605330508,-0.36415795120752253,True
PRJEB6070,SAMEA2467059,-0.3045875030750894,0.183999298927242,False
PRJEB6997,SAMEA2737710,-0.22963631545106217,-0.011104058904970354,False
PRJEB1220,SAMEA2042739,0.2818321104347571,0.06657222819732682,False
PRJEB7774,SAMEA3136707,0.203293482949347,0.24743629331928554,False
PRJNA422434,SAMN00792109,0.2401954867708883,0.22764124254045998,False
N4,SRR5275483,-0.4330638649418563,-0.29898439906767654,False
PRJNA422434,SAMN00715145,-0.2562221779813872,-0.09814835250247893,False
PRJEB21528,SAMEA104142339,-0.36809596715294773,0.059042851336387515,True
V1,RHB_RAM_0063,-0.0398002723885897,-0.2501431514559289,False
PRJEB21528,SAMEA104142338,-0.3146786983251423,-0.2614890258814743,False
PRJNA422434,SAMN00791954,-0.31468088111462494,-0.2614861336022529,False
PRJEB6337,SAMEA2581956,-0.26673820678783194,-0.003577648064877678,True
PRJEB12947,SAMEA3888918,0.12145972995622926,-0.26563013788831574,False
N4,SRR5275425,0.32164816931492457,0.08016559785787127,False
PRJEB4336,SAMEA2160616,0.2149613778414916,0.09388445586683453,True
PRJNA422434,SAMN00715200,0.3350467824937013,0.16863957349443662,False
PRJEB6997,SAMEA2737842,-0.055503136212606226,-0.2041055132038505,False
PRJEB4336,SAMEA2160998,0.013676579409673987,0.10575070089223397,False
PRJEB21528,SAMEA104142130,-0.15056260153777604,-0.0329776038654841,False
PRJEB1220,SAMEA2042292,0.4376778601168254,-0.34313808851044114,True
PRJEB6997,SAMEA2737728,-0.150265287985791,0.12289377412677943,False
N5,SRR5279296,-0.07652910728224707,0.00906929950801035,False
PRJNA422434,SAMN00715157,-0.5530108604719032,-0.07942519283092031,False
PRJEB6997,SAMEA2737703,-0.21082830246726075,0.151996650678642,False
PRJEB1786,SAMEA1906455,-0.06959180639558638,0.2718029755145682,False
N8,SAMEA4817957,0.23505029157565363,0.07176706024561304,False
